dataset,task_type,backbone,method,num_clients,beta,merged_accuracy,best_client_accuracy_proxy,delta_accuracy,best_client_id,best_client_val_acc,source
organsmnist,small,resnet,model_stock,3,0.1,0.319000,0.669990,-0.350990,1,0.801794,formal_accuracy_rows + model_hub_meta_test_acc
organsmnist,small,resnet,model_stock,5,0,0.212900,0.363657,-0.150757,0,0.373573,formal_accuracy_rows + model_hub_meta_test_acc
organsmnist,small,resnet,model_stock,5,0.01,0.076600,0.402742,-0.326142,4,0.431485,formal_accuracy_rows + model_hub_meta_test_acc
organsmnist,small,resnet,model_stock,5,0.1,0.184100,0.605415,-0.421315,4,0.670881,formal_accuracy_rows + model_hub_meta_test_acc
organsmnist,small,resnet,model_stock,7,0,0.098800,0.315169,-0.216369,0,0.257341,formal_accuracy_rows + model_hub_meta_test_acc
organsmnist,small,resnet,model_stock,7,0.01,0.241800,0.457233,-0.215433,3,0.475122,formal_accuracy_rows + model_hub_meta_test_acc
organsmnist,small,resnet,model_stock,7,0.1,0.262900,0.623541,-0.360641,4,0.622349,formal_accuracy_rows + model_hub_meta_test_acc
organsmnist,small,resnet,from,3,0,0.171200,0.390393,-0.219193,0,0.338499,formal_accuracy_rows + model_hub_meta_test_acc
organsmnist,small,resnet,from,3,0.01,0.179800,0.485442,-0.305642,1,0.595024,formal_accuracy_rows + model_hub_meta_test_acc
organsmnist,small,resnet,from,3,0.1,0.311200,0.669990,-0.358790,1,0.801794,formal_accuracy_rows + model_hub_meta_test_acc
organsmnist,small,resnet,from,5,0,0.320700,0.363657,-0.042957,0,0.373573,formal_accuracy_rows + model_hub_meta_test_acc
organsmnist,small,resnet,from,5,0.01,0.071800,0.402742,-0.330942,4,0.431485,formal_accuracy_rows + model_hub_meta_test_acc
organsmnist,small,resnet,from,5,0.1,0.233600,0.605415,-0.371815,4,0.670881,formal_accuracy_rows + model_hub_meta_test_acc
organsmnist,small,resnet,from,7,0,0.132500,0.315169,-0.182669,0,0.257341,formal_accuracy_rows + model_hub_meta_test_acc
organsmnist,small,resnet,from,7,0.01,0.235400,0.457233,-0.221833,3,0.475122,formal_accuracy_rows + model_hub_meta_test_acc
organsmnist,small,resnet,from,7,0.1,0.375000,0.623541,-0.248541,4,0.622349,formal_accuracy_rows + model_hub_meta_test_acc
organsmnist,small,resnet,iso_c,3,0,0.133200,0.390393,-0.257193,0,0.338499,formal_accuracy_rows + model_hub_meta_test_acc
organsmnist,small,resnet,iso_c,3,0.01,0.312300,0.485442,-0.173142,1,0.595024,formal_accuracy_rows + model_hub_meta_test_acc
organsmnist,small,resnet,iso_c,3,0.1,0.375300,0.669990,-0.294690,1,0.801794,formal_accuracy_rows + model_hub_meta_test_acc
organsmnist,small,resnet,iso_c,5,0,0.219100,0.363657,-0.144557,0,0.373573,formal_accuracy_rows + model_hub_meta_test_acc
organsmnist,small,resnet,iso_c,5,0.01,0.088400,0.402742,-0.314342,4,0.431485,formal_accuracy_rows + model_hub_meta_test_acc
organsmnist,small,resnet,iso_c,5,0.1,0.327900,0.605415,-0.277515,4,0.670881,formal_accuracy_rows + model_hub_meta_test_acc
organsmnist,small,resnet,iso_c,7,0,0.126800,0.315169,-0.188369,0,0.257341,formal_accuracy_rows + model_hub_meta_test_acc
organsmnist,small,resnet,iso_c,7,0.01,0.254200,0.457233,-0.203033,3,0.475122,formal_accuracy_rows + model_hub_meta_test_acc
organsmnist,small,resnet,iso_c,7,0.1,0.354800,0.623541,-0.268741,4,0.622349,formal_accuracy_rows + model_hub_meta_test_acc
organsmnist,small,resnet,free_merge,3,0,0.196900,0.390393,-0.193493,0,0.338499,formal_accuracy_rows + model_hub_meta_test_acc
organsmnist,small,resnet,free_merge,3,0.01,0.337900,0.485442,-0.147542,1,0.595024,formal_accuracy_rows + model_hub_meta_test_acc
organsmnist,small,resnet,free_merge,3,0.1,0.324000,0.669990,-0.345990,1,0.801794,formal_accuracy_rows + model_hub_meta_test_acc
organsmnist,small,resnet,free_merge,5,0,0.276100,0.363657,-0.087557,0,0.373573,formal_accuracy_rows + model_hub_meta_test_acc
organsmnist,small,resnet,free_merge,5,0.01,0.070800,0.402742,-0.331942,4,0.431485,formal_accuracy_rows + model_hub_meta_test_acc
organsmnist,small,resnet,free_merge,5,0.1,0.191100,0.605415,-0.414315,4,0.670881,formal_accuracy_rows + model_hub_meta_test_acc
organsmnist,small,resnet,free_merge,7,0,0.132700,0.315169,-0.182469,0,0.257341,formal_accuracy_rows + model_hub_meta_test_acc
organsmnist,small,resnet,free_merge,7,0.01,0.235400,0.457233,-0.221833,3,0.475122,formal_accuracy_rows + model_hub_meta_test_acc
organsmnist,small,resnet,free_merge,7,0.1,0.374300,0.623541,-0.249241,4,0.622349,formal_accuracy_rows + model_hub_meta_test_acc
organsmnist,small,resnet,robustmerge,3,0,0.158800,0.390393,-0.231593,0,0.338499,formal_accuracy_rows + model_hub_meta_test_acc
organsmnist,small,resnet,robustmerge,3,0.01,0.315700,0.485442,-0.169742,1,0.595024,formal_accuracy_rows + model_hub_meta_test_acc
organsmnist,small,resnet,robustmerge,3,0.1,0.329600,0.669990,-0.340390,1,0.801794,formal_accuracy_rows + model_hub_meta_test_acc
organsmnist,small,resnet,robustmerge,5,0,0.287100,0.363657,-0.076557,0,0.373573,formal_accuracy_rows + model_hub_meta_test_acc
organsmnist,small,resnet,robustmerge,5,0.01,0.115800,0.402742,-0.286942,4,0.431485,formal_accuracy_rows + model_hub_meta_test_acc
organsmnist,small,resnet,robustmerge,5,0.1,0.265300,0.605415,-0.340115,4,0.670881,formal_accuracy_rows + model_hub_meta_test_acc
organsmnist,small,resnet,robustmerge,7,0,0.229400,0.315169,-0.085769,0,0.257341,formal_accuracy_rows + model_hub_meta_test_acc
organsmnist,small,resnet,robustmerge,7,0.01,0.185100,0.457233,-0.272133,3,0.475122,formal_accuracy_rows + model_hub_meta_test_acc
organsmnist,small,resnet,robustmerge,7,0.1,0.275700,0.623541,-0.347841,4,0.622349,formal_accuracy_rows + model_hub_meta_test_acc
organsmnist,small,convnext,avg,3,0,0.235400,0.378724,-0.143324,0,0.329527,formal_accuracy_rows + model_hub_meta_test_acc
organsmnist,small,convnext,avg,3,0.01,0.078500,0.296137,-0.217637,2,0.384584,formal_accuracy_rows + model_hub_meta_test_acc
organsmnist,small,convnext,avg,3,0.1,0.078500,0.616178,-0.537678,1,0.731240,formal_accuracy_rows + model_hub_meta_test_acc
organsmnist,small,convnext,avg,5,0,0.078500,0.357539,-0.279039,0,0.371533,formal_accuracy_rows + model_hub_meta_test_acc
organsmnist,small,convnext,avg,5,0.01,0.079800,0.344624,-0.264824,4,0.360930,formal_accuracy_rows + model_hub_meta_test_acc
organsmnist,small,convnext,avg,5,0.1,0.152100,0.486235,-0.334135,3,0.515905,formal_accuracy_rows + model_hub_meta_test_acc
organsmnist,small,convnext,avg,7,0,0.079800,0.305766,-0.225966,0,0.257341,formal_accuracy_rows + model_hub_meta_test_acc
organsmnist,small,convnext,avg,7,0.01,0.235400,0.256146,-0.020746,5,0.304649,formal_accuracy_rows + model_hub_meta_test_acc
organsmnist,small,convnext,avg,7,0.1,0.109700,0.557267,-0.447567,4,0.601958,formal_accuracy_rows + model_hub_meta_test_acc
organsmnist,small,convnext,ties,3,0,0.204700,0.378724,-0.174024,0,0.329527,formal_accuracy_rows + model_hub_meta_test_acc
organsmnist,small,convnext,ties,3,0.01,0.049600,0.296137,-0.246537,2,0.384584,formal_accuracy_rows + model_hub_meta_test_acc
organsmnist,small,convnext,ties,3,0.1,0.082600,0.616178,-0.533578,1,0.731240,formal_accuracy_rows + model_hub_meta_test_acc
organsmnist,small,convnext,ties,5,0,0.091900,0.357539,-0.265639,0,0.371533,formal_accuracy_rows + model_hub_meta_test_acc
organsmnist,small,convnext,ties,5,0.01,0.089500,0.344624,-0.255124,4,0.360930,formal_accuracy_rows + model_hub_meta_test_acc
organsmnist,small,convnext,ties,5,0.1,0.046800,0.486235,-0.439435,3,0.515905,formal_accuracy_rows + model_hub_meta_test_acc
organsmnist,small,convnext,ties,7,0,0.049700,0.305766,-0.256066,0,0.257341,formal_accuracy_rows + model_hub_meta_test_acc
organsmnist,small,convnext,ties,7,0.01,0.079800,0.256146,-0.176346,5,0.304649,formal_accuracy_rows + model_hub_meta_test_acc
organsmnist,small,convnext,ties,7,0.1,0.109400,0.557267,-0.447867,4,0.601958,formal_accuracy_rows + model_hub_meta_test_acc
organsmnist,small,convnext,dare_linear,3,0,0.235400,0.378724,-0.143324,0,0.329527,formal_accuracy_rows + model_hub_meta_test_acc
organsmnist,small,convnext,dare_linear,3,0.01,0.070700,0.296137,-0.225437,2,0.384584,formal_accuracy_rows + model_hub_meta_test_acc
organsmnist,small,convnext,dare_linear,3,0.1,0.078500,0.616178,-0.537678,1,0.731240,formal_accuracy_rows + model_hub_meta_test_acc
organsmnist,small,convnext,dare_linear,5,0,0.078500,0.357539,-0.279039,0,0.371533,formal_accuracy_rows + model_hub_meta_test_acc
organsmnist,small,convnext,dare_linear,5,0.01,0.079800,0.344624,-0.264824,4,0.360930,formal_accuracy_rows + model_hub_meta_test_acc
organsmnist,small,convnext,dare_linear,5,0.1,0.152100,0.486235,-0.334135,3,0.515905,formal_accuracy_rows + model_hub_meta_test_acc
organsmnist,small,convnext,dare_linear,7,0,0.079800,0.305766,-0.225966,0,0.257341,formal_accuracy_rows + model_hub_meta_test_acc
organsmnist,small,convnext,dare_linear,7,0.01,0.049700,0.256146,-0.206446,5,0.304649,formal_accuracy_rows + model_hub_meta_test_acc
organsmnist,small,convnext,dare_linear,7,0.1,0.109700,0.557267,-0.447567,4,0.601958,formal_accuracy_rows + model_hub_meta_test_acc
organsmnist,small,convnext,dare_ties,3,0,0.184300,0.378724,-0.194424,0,0.329527,formal_accuracy_rows + model_hub_meta_test_acc
organsmnist,small,convnext,dare_ties,3,0.01,0.117300,0.296137,-0.178837,2,0.384584,formal_accuracy_rows + model_hub_meta_test_acc
organsmnist,small,convnext,dare_ties,3,0.1,0.027300,0.616178,-0.588878,1,0.731240,formal_accuracy_rows + model_hub_meta_test_acc
organsmnist,small,convnext,dare_ties,5,0,0.060700,0.357539,-0.296839,0,0.371533,formal_accuracy_rows + model_hub_meta_test_acc
organsmnist,small,convnext,dare_ties,5,0.01,0.070900,0.344624,-0.273724,4,0.360930,formal_accuracy_rows + model_hub_meta_test_acc
organsmnist,small,convnext,dare_ties,5,0.1,0.152100,0.486235,-0.334135,3,0.515905,formal_accuracy_rows + model_hub_meta_test_acc
organsmnist,small,convnext,dare_ties,7,0,0.049700,0.305766,-0.256066,0,0.257341,formal_accuracy_rows + model_hub_meta_test_acc
organsmnist,small,convnext,dare_ties,7,0.01,0.079800,0.256146,-0.176346,5,0.304649,formal_accuracy_rows + model_hub_meta_test_acc
organsmnist,small,convnext,dare_ties,7,0.1,0.083200,0.557267,-0.474067,4,0.601958,formal_accuracy_rows + model_hub_meta_test_acc
organsmnist,small,convnext,regmean,3,0,0.093600,0.378724,-0.285124,0,0.329527,formal_accuracy_rows + model_hub_meta_test_acc
organsmnist,small,convnext,regmean,3,0.01,0.048900,0.296137,-0.247237,2,0.384584,formal_accuracy_rows + model_hub_meta_test_acc
organsmnist,small,convnext,regmean,3,0.1,0.161700,0.616178,-0.454478,1,0.731240,formal_accuracy_rows + model_hub_meta_test_acc
organsmnist,small,convnext,regmean,5,0,0.152100,0.357539,-0.205439,0,0.371533,formal_accuracy_rows + model_hub_meta_test_acc
organsmnist,small,convnext,regmean,5,0.01,0.142900,0.344624,-0.201724,4,0.360930,formal_accuracy_rows + model_hub_meta_test_acc
organsmnist,small,convnext,regmean,5,0.1,0.082800,0.486235,-0.403435,3,0.515905,formal_accuracy_rows + model_hub_meta_test_acc
organsmnist,small,convnext,regmean,7,0,0.079800,0.305766,-0.225966,0,0.257341,formal_accuracy_rows + model_hub_meta_test_acc
organsmnist,small,convnext,regmean,7,0.01,0.079800,0.256146,-0.176346,5,0.304649,formal_accuracy_rows + model_hub_meta_test_acc
organsmnist,small,convnext,regmean,7,0.1,0.151900,0.557267,-0.405367,4,0.601958,formal_accuracy_rows + model_hub_meta_test_acc
organsmnist,small,convnext,fisher,3,0,0.081500,0.378724,-0.297224,0,0.329527,formal_accuracy_rows + model_hub_meta_test_acc
organsmnist,small,convnext,fisher,3,0.01,0.049500,0.296137,-0.246637,2,0.384584,formal_accuracy_rows + model_hub_meta_test_acc
organsmnist,small,convnext,fisher,3,0.1,0.050200,0.616178,-0.565978,1,0.731240,formal_accuracy_rows + model_hub_meta_test_acc
organsmnist,small,convnext,fisher,5,0,0.045000,0.357539,-0.312539,0,0.371533,formal_accuracy_rows + model_hub_meta_test_acc
organsmnist,small,convnext,fisher,5,0.01,0.060300,0.344624,-0.284324,4,0.360930,formal_accuracy_rows + model_hub_meta_test_acc
organsmnist,small,convnext,fisher,5,0.1,0.049700,0.486235,-0.436535,3,0.515905,formal_accuracy_rows + model_hub_meta_test_acc
organsmnist,small,convnext,fisher,7,0,0.152100,0.305766,-0.153666,0,0.257341,formal_accuracy_rows + model_hub_meta_test_acc
organsmnist,small,convnext,fisher,7,0.01,0.045000,0.256146,-0.211146,5,0.304649,formal_accuracy_rows + model_hub_meta_test_acc
organsmnist,small,convnext,fisher,7,0.1,0.055700,0.557267,-0.501567,4,0.601958,formal_accuracy_rows + model_hub_meta_test_acc
organsmnist,small,convnext,breadcrumbs,3,0,0.235400,0.378724,-0.143324,0,0.329527,formal_accuracy_rows + model_hub_meta_test_acc
organsmnist,small,convnext,breadcrumbs,3,0.01,0.109700,0.296137,-0.186437,2,0.384584,formal_accuracy_rows + model_hub_meta_test_acc
organsmnist,small,convnext,breadcrumbs,3,0.1,0.109700,0.616178,-0.506478,1,0.731240,formal_accuracy_rows + model_hub_meta_test_acc
organsmnist,small,convnext,breadcrumbs,5,0,0.078500,0.357539,-0.279039,0,0.371533,formal_accuracy_rows + model_hub_meta_test_acc
organsmnist,small,convnext,breadcrumbs,5,0.01,0.152100,0.344624,-0.192524,4,0.360930,formal_accuracy_rows + model_hub_meta_test_acc
organsmnist,small,convnext,breadcrumbs,5,0.1,0.235400,0.486235,-0.250835,3,0.515905,formal_accuracy_rows + model_hub_meta_test_acc
organsmnist,small,convnext,breadcrumbs,7,0,0.235400,0.305766,-0.070366,0,0.257341,formal_accuracy_rows + model_hub_meta_test_acc
organsmnist,small,convnext,breadcrumbs,7,0.01,0.235400,0.256146,-0.020746,5,0.304649,formal_accuracy_rows + model_hub_meta_test_acc
organsmnist,small,convnext,breadcrumbs,7,0.1,0.152100,0.557267,-0.405167,4,0.601958,formal_accuracy_rows + model_hub_meta_test_acc
organsmnist,small,convnext,model_stock,3,0,0.235400,0.378724,-0.143324,0,0.329527,formal_accuracy_rows + model_hub_meta_test_acc
organsmnist,small,convnext,model_stock,3,0.01,0.078500,0.296137,-0.217637,2,0.384584,formal_accuracy_rows + model_hub_meta_test_acc
organsmnist,small,convnext,model_stock,3,0.1,0.078500,0.616178,-0.537678,1,0.731240,formal_accuracy_rows + model_hub_meta_test_acc
organsmnist,small,convnext,model_stock,5,0,0.078500,0.357539,-0.279039,0,0.371533,formal_accuracy_rows + model_hub_meta_test_acc
organsmnist,small,convnext,model_stock,5,0.01,0.079800,0.344624,-0.264824,4,0.360930,formal_accuracy_rows + model_hub_meta_test_acc
organsmnist,small,convnext,model_stock,5,0.1,0.152100,0.486235,-0.334135,3,0.515905,formal_accuracy_rows + model_hub_meta_test_acc
organsmnist,small,convnext,model_stock,7,0,0.235400,0.305766,-0.070366,0,0.257341,formal_accuracy_rows + model_hub_meta_test_acc
organsmnist,small,convnext,model_stock,7,0.01,0.235400,0.256146,-0.020746,5,0.304649,formal_accuracy_rows + model_hub_meta_test_acc
organsmnist,small,convnext,model_stock,7,0.1,0.109700,0.557267,-0.447567,4,0.601958,formal_accuracy_rows + model_hub_meta_test_acc
organsmnist,small,convnext,from,3,0,0.205400,0.378724,-0.173324,0,0.329527,formal_accuracy_rows + model_hub_meta_test_acc
organsmnist,small,convnext,from,3,0.01,0.049700,0.296137,-0.246437,2,0.384584,formal_accuracy_rows + model_hub_meta_test_acc
organsmnist,small,convnext,from,3,0.1,0.142200,0.616178,-0.473978,1,0.731240,formal_accuracy_rows + model_hub_meta_test_acc
organsmnist,small,convnext,from,5,0,0.078500,0.357539,-0.279039,0,0.371533,formal_accuracy_rows + model_hub_meta_test_acc
organsmnist,small,convnext,from,5,0.01,0.100700,0.344624,-0.243924,4,0.360930,formal_accuracy_rows + model_hub_meta_test_acc
organsmnist,small,convnext,from,5,0.1,0.152100,0.486235,-0.334135,3,0.515905,formal_accuracy_rows + model_hub_meta_test_acc
organsmnist,small,convnext,from,7,0,0.079800,0.305766,-0.225966,0,0.257341,formal_accuracy_rows + model_hub_meta_test_acc
organsmnist,small,convnext,from,7,0.01,0.079800,0.256146,-0.176346,5,0.304649,formal_accuracy_rows + model_hub_meta_test_acc
organsmnist,small,convnext,from,7,0.1,0.109700,0.557267,-0.447567,4,0.601958,formal_accuracy_rows + model_hub_meta_test_acc
organsmnist,small,convnext,iso_c,3,0,0.079800,0.378724,-0.298924,0,0.329527,formal_accuracy_rows + model_hub_meta_test_acc
organsmnist,small,convnext,iso_c,3,0.01,0.078500,0.296137,-0.217637,2,0.384584,formal_accuracy_rows + model_hub_meta_test_acc
organsmnist,small,convnext,iso_c,3,0.1,0.078500,0.616178,-0.537678,1,0.731240,formal_accuracy_rows + model_hub_meta_test_acc
organsmnist,small,convnext,iso_c,5,0,0.055600,0.357539,-0.301939,0,0.371533,formal_accuracy_rows + model_hub_meta_test_acc
organsmnist,small,convnext,iso_c,5,0.01,0.235400,0.344624,-0.109224,4,0.360930,formal_accuracy_rows + model_hub_meta_test_acc
organsmnist,small,convnext,iso_c,5,0.1,0.152100,0.486235,-0.334135,3,0.515905,formal_accuracy_rows + model_hub_meta_test_acc
organsmnist,small,convnext,iso_c,7,0,0.079800,0.305766,-0.225966,0,0.257341,formal_accuracy_rows + model_hub_meta_test_acc
organsmnist,small,convnext,iso_c,7,0.01,0.070600,0.256146,-0.185546,5,0.304649,formal_accuracy_rows + model_hub_meta_test_acc
organsmnist,small,convnext,iso_c,7,0.1,0.109700,0.557267,-0.447567,4,0.601958,formal_accuracy_rows + model_hub_meta_test_acc
organsmnist,small,convnext,free_merge,3,0,0.235400,0.378724,-0.143324,0,0.329527,formal_accuracy_rows + model_hub_meta_test_acc
organsmnist,small,convnext,free_merge,3,0.01,0.078500,0.296137,-0.217637,2,0.384584,formal_accuracy_rows + model_hub_meta_test_acc
organsmnist,small,convnext,free_merge,3,0.1,0.078500,0.616178,-0.537678,1,0.731240,formal_accuracy_rows + model_hub_meta_test_acc
organsmnist,small,convnext,free_merge,5,0,0.078500,0.357539,-0.279039,0,0.371533,formal_accuracy_rows + model_hub_meta_test_acc
organsmnist,small,convnext,free_merge,5,0.01,0.079800,0.344624,-0.264824,4,0.360930,formal_accuracy_rows + model_hub_meta_test_acc
organsmnist,small,convnext,free_merge,5,0.1,0.152100,0.486235,-0.334135,3,0.515905,formal_accuracy_rows + model_hub_meta_test_acc
organsmnist,small,convnext,free_merge,7,0,0.079800,0.305766,-0.225966,0,0.257341,formal_accuracy_rows + model_hub_meta_test_acc
organsmnist,small,convnext,free_merge,7,0.01,0.235400,0.256146,-0.020746,5,0.304649,formal_accuracy_rows + model_hub_meta_test_acc
organsmnist,small,convnext,free_merge,7,0.1,0.109700,0.557267,-0.447567,4,0.601958,formal_accuracy_rows + model_hub_meta_test_acc
organsmnist,small,convnext,robustmerge,3,0,0.235300,0.378724,-0.143424,0,0.329527,formal_accuracy_rows + model_hub_meta_test_acc
organsmnist,small,convnext,robustmerge,3,0.01,0.235400,0.296137,-0.060737,2,0.384584,formal_accuracy_rows + model_hub_meta_test_acc
organsmnist,small,convnext,robustmerge,3,0.1,0.235400,0.616178,-0.380778,1,0.731240,formal_accuracy_rows + model_hub_meta_test_acc
organsmnist,small,convnext,robustmerge,5,0,0.078500,0.357539,-0.279039,0,0.371533,formal_accuracy_rows + model_hub_meta_test_acc
organsmnist,small,convnext,robustmerge,5,0.01,0.057800,0.344624,-0.286824,4,0.360930,formal_accuracy_rows + model_hub_meta_test_acc
organsmnist,small,convnext,robustmerge,5,0.1,0.152100,0.486235,-0.334135,3,0.515905,formal_accuracy_rows + model_hub_meta_test_acc
organsmnist,small,convnext,robustmerge,7,0,0.235400,0.305766,-0.070366,0,0.257341,formal_accuracy_rows + model_hub_meta_test_acc
organsmnist,small,convnext,robustmerge,7,0.01,0.235400,0.256146,-0.020746,5,0.304649,formal_accuracy_rows + model_hub_meta_test_acc
organsmnist,small,convnext,robustmerge,7,0.1,0.152100,0.557267,-0.405167,4,0.601958,formal_accuracy_rows + model_hub_meta_test_acc
organsmnist,small,vit_t,avg,3,0,0.098300,0.383482,-0.285182,0,0.336460,formal_accuracy_rows + model_hub_meta_test_acc
organsmnist,small,vit_t,avg,3,0.01,0.058700,0.384729,-0.326029,1,0.513458,formal_accuracy_rows + model_hub_meta_test_acc
organsmnist,small,vit_t,avg,3,0.1,0.096300,0.588988,-0.492688,1,0.748369,formal_accuracy_rows + model_hub_meta_test_acc
organsmnist,small,vit_t,avg,5,0,0.053100,0.358219,-0.305119,0,0.373573,formal_accuracy_rows + model_hub_meta_test_acc
organsmnist,small,vit_t,avg,5,0.01,0.142600,0.378271,-0.235671,4,0.397227,formal_accuracy_rows + model_hub_meta_test_acc
organsmnist,small,vit_t,avg,5,0.1,0.059900,0.528832,-0.468932,0,0.550571,formal_accuracy_rows + model_hub_meta_test_acc
organsmnist,small,vit_t,avg,7,0,0.127400,0.312450,-0.185050,0,0.257341,formal_accuracy_rows + model_hub_meta_test_acc
organsmnist,small,vit_t,avg,7,0.01,0.235400,0.371021,-0.135621,3,0.407015,formal_accuracy_rows + model_hub_meta_test_acc
organsmnist,small,vit_t,avg,7,0.1,0.150100,0.560100,-0.410000,2,0.592170,formal_accuracy_rows + model_hub_meta_test_acc
organsmnist,small,vit_t,ties,3,0,0.145500,0.383482,-0.237982,0,0.336460,formal_accuracy_rows + model_hub_meta_test_acc
organsmnist,small,vit_t,ties,3,0.01,0.051000,0.384729,-0.333729,1,0.513458,formal_accuracy_rows + model_hub_meta_test_acc
organsmnist,small,vit_t,ties,3,0.1,0.161200,0.588988,-0.427788,1,0.748369,formal_accuracy_rows + model_hub_meta_test_acc
organsmnist,small,vit_t,ties,5,0,0.137100,0.358219,-0.221119,0,0.373573,formal_accuracy_rows + model_hub_meta_test_acc
organsmnist,small,vit_t,ties,5,0.01,0.113300,0.378271,-0.264971,4,0.397227,formal_accuracy_rows + model_hub_meta_test_acc
organsmnist,small,vit_t,ties,5,0.1,0.050300,0.528832,-0.478532,0,0.550571,formal_accuracy_rows + model_hub_meta_test_acc
organsmnist,small,vit_t,ties,7,0,0.049700,0.312450,-0.262750,0,0.257341,formal_accuracy_rows + model_hub_meta_test_acc
organsmnist,small,vit_t,ties,7,0.01,0.289700,0.371021,-0.081321,3,0.407015,formal_accuracy_rows + model_hub_meta_test_acc
organsmnist,small,vit_t,ties,7,0.1,0.139600,0.560100,-0.420500,2,0.592170,formal_accuracy_rows + model_hub_meta_test_acc
organsmnist,small,vit_t,dare_linear,3,0,0.050000,0.383482,-0.333482,0,0.336460,formal_accuracy_rows + model_hub_meta_test_acc
organsmnist,small,vit_t,dare_linear,3,0.01,0.057800,0.384729,-0.326929,1,0.513458,formal_accuracy_rows + model_hub_meta_test_acc
organsmnist,small,vit_t,dare_linear,3,0.1,0.116700,0.588988,-0.472288,1,0.748369,formal_accuracy_rows + model_hub_meta_test_acc
organsmnist,small,vit_t,dare_linear,5,0,0.057800,0.358219,-0.300419,0,0.373573,formal_accuracy_rows + model_hub_meta_test_acc
organsmnist,small,vit_t,dare_linear,5,0.01,0.054900,0.378271,-0.323371,4,0.397227,formal_accuracy_rows + model_hub_meta_test_acc
organsmnist,small,vit_t,dare_linear,5,0.1,0.052000,0.528832,-0.476832,0,0.550571,formal_accuracy_rows + model_hub_meta_test_acc
organsmnist,small,vit_t,dare_linear,7,0,0.112600,0.312450,-0.199850,0,0.257341,formal_accuracy_rows + model_hub_meta_test_acc
organsmnist,small,vit_t,dare_linear,7,0.01,0.235400,0.371021,-0.135621,3,0.407015,formal_accuracy_rows + model_hub_meta_test_acc
organsmnist,small,vit_t,dare_linear,7,0.1,0.135200,0.560100,-0.424900,2,0.592170,formal_accuracy_rows + model_hub_meta_test_acc
organsmnist,small,vit_t,dare_ties,3,0,0.048700,0.383482,-0.334782,0,0.336460,formal_accuracy_rows + model_hub_meta_test_acc
organsmnist,small,vit_t,dare_ties,3,0.01,0.050500,0.384729,-0.334229,1,0.513458,formal_accuracy_rows + model_hub_meta_test_acc
organsmnist,small,vit_t,dare_ties,3,0.1,0.063000,0.588988,-0.525988,1,0.748369,formal_accuracy_rows + model_hub_meta_test_acc
organsmnist,small,vit_t,dare_ties,5,0,0.154900,0.358219,-0.203319,0,0.373573,formal_accuracy_rows + model_hub_meta_test_acc
organsmnist,small,vit_t,dare_ties,5,0.01,0.057800,0.378271,-0.320471,4,0.397227,formal_accuracy_rows + model_hub_meta_test_acc
organsmnist,small,vit_t,dare_ties,5,0.1,0.049600,0.528832,-0.479232,0,0.550571,formal_accuracy_rows + model_hub_meta_test_acc
organsmnist,small,vit_t,dare_ties,7,0,0.047500,0.312450,-0.264950,0,0.257341,formal_accuracy_rows + model_hub_meta_test_acc
organsmnist,small,vit_t,dare_ties,7,0.01,0.039500,0.371021,-0.331521,3,0.407015,formal_accuracy_rows + model_hub_meta_test_acc
organsmnist,small,vit_t,dare_ties,7,0.1,0.090200,0.560100,-0.469900,2,0.592170,formal_accuracy_rows + model_hub_meta_test_acc
organsmnist,small,vit_t,regmean,3,0,0.154500,0.383482,-0.228982,0,0.336460,formal_accuracy_rows + model_hub_meta_test_acc
organsmnist,small,vit_t,regmean,3,0.01,0.049100,0.384729,-0.335629,1,0.513458,formal_accuracy_rows + model_hub_meta_test_acc
organsmnist,small,vit_t,regmean,3,0.1,0.175300,0.588988,-0.413688,1,0.748369,formal_accuracy_rows + model_hub_meta_test_acc
organsmnist,small,vit_t,regmean,5,0,0.080500,0.358219,-0.277719,0,0.373573,formal_accuracy_rows + model_hub_meta_test_acc
organsmnist,small,vit_t,regmean,5,0.01,0.067400,0.378271,-0.310871,4,0.397227,formal_accuracy_rows + model_hub_meta_test_acc
organsmnist,small,vit_t,regmean,5,0.1,0.067100,0.528832,-0.461732,0,0.550571,formal_accuracy_rows + model_hub_meta_test_acc
organsmnist,small,vit_t,regmean,7,0,0.050500,0.312450,-0.261950,0,0.257341,formal_accuracy_rows + model_hub_meta_test_acc
organsmnist,small,vit_t,regmean,7,0.01,0.152100,0.371021,-0.218921,3,0.407015,formal_accuracy_rows + model_hub_meta_test_acc
organsmnist,small,vit_t,regmean,7,0.1,0.117800,0.560100,-0.442300,2,0.592170,formal_accuracy_rows + model_hub_meta_test_acc
organsmnist,small,vit_t,fisher,3,0,0.124400,0.383482,-0.259082,0,0.336460,formal_accuracy_rows + model_hub_meta_test_acc
organsmnist,small,vit_t,fisher,3,0.01,0.053200,0.384729,-0.331529,1,0.513458,formal_accuracy_rows + model_hub_meta_test_acc
organsmnist,small,vit_t,fisher,3,0.1,0.079300,0.588988,-0.509688,1,0.748369,formal_accuracy_rows + model_hub_meta_test_acc
organsmnist,small,vit_t,fisher,5,0,0.262600,0.358219,-0.095619,0,0.373573,formal_accuracy_rows + model_hub_meta_test_acc
organsmnist,small,vit_t,fisher,5,0.01,0.052100,0.378271,-0.326171,4,0.397227,formal_accuracy_rows + model_hub_meta_test_acc
