dataset,task_type,backbone,method,num_clients,beta,merged_accuracy,best_client_accuracy_proxy,delta_accuracy,best_client_id,best_client_val_acc,source
organcmnist,small,efficientnet,dare_linear,7,0,0.080700,0.314873,-0.234173,0,0.237876,formal_accuracy_rows + model_hub_meta_test_acc
organcmnist,small,efficientnet,dare_linear,7,0.01,0.088500,0.293087,-0.204587,5,0.321906,formal_accuracy_rows + model_hub_meta_test_acc
organcmnist,small,efficientnet,dare_linear,7,0.1,0.091300,0.639362,-0.548062,4,0.698579,formal_accuracy_rows + model_hub_meta_test_acc
organcmnist,small,efficientnet,dare_ties,3,0,0.230800,0.435005,-0.204205,0,0.347826,formal_accuracy_rows + model_hub_meta_test_acc
organcmnist,small,efficientnet,dare_ties,3,0.01,0.013400,0.582400,-0.569000,0,0.543896,formal_accuracy_rows + model_hub_meta_test_acc
organcmnist,small,efficientnet,dare_ties,3,0.1,0.332200,0.683301,-0.351101,2,0.632525,formal_accuracy_rows + model_hub_meta_test_acc
organcmnist,small,efficientnet,dare_ties,5,0,0.092900,0.377313,-0.284413,0,0.391304,formal_accuracy_rows + model_hub_meta_test_acc
organcmnist,small,efficientnet,dare_ties,5,0.01,0.195700,0.450949,-0.255249,2,0.376672,formal_accuracy_rows + model_hub_meta_test_acc
organcmnist,small,efficientnet,dare_ties,5,0.1,0.056200,0.642283,-0.586083,4,0.727007,formal_accuracy_rows + model_hub_meta_test_acc
organcmnist,small,efficientnet,dare_ties,7,0,0.146100,0.314873,-0.168773,0,0.237876,formal_accuracy_rows + model_hub_meta_test_acc
organcmnist,small,efficientnet,dare_ties,7,0.01,0.145200,0.293087,-0.147887,5,0.321906,formal_accuracy_rows + model_hub_meta_test_acc
organcmnist,small,efficientnet,dare_ties,7,0.1,0.115000,0.639362,-0.524362,4,0.698579,formal_accuracy_rows + model_hub_meta_test_acc
organcmnist,small,efficientnet,regmean,3,0,0.088500,0.435005,-0.346505,0,0.347826,formal_accuracy_rows + model_hub_meta_test_acc
organcmnist,small,efficientnet,regmean,3,0.01,0.100800,0.582400,-0.481600,0,0.543896,formal_accuracy_rows + model_hub_meta_test_acc
organcmnist,small,efficientnet,regmean,3,0.1,0.094600,0.683301,-0.588701,2,0.632525,formal_accuracy_rows + model_hub_meta_test_acc
organcmnist,small,efficientnet,regmean,5,0,0.117800,0.377313,-0.259513,0,0.391304,formal_accuracy_rows + model_hub_meta_test_acc
organcmnist,small,efficientnet,regmean,5,0.01,0.139200,0.450949,-0.311749,2,0.376672,formal_accuracy_rows + model_hub_meta_test_acc
organcmnist,small,efficientnet,regmean,5,0.1,0.091300,0.642283,-0.550983,4,0.727007,formal_accuracy_rows + model_hub_meta_test_acc
organcmnist,small,efficientnet,regmean,7,0,0.213400,0.314873,-0.101473,0,0.237876,formal_accuracy_rows + model_hub_meta_test_acc
organcmnist,small,efficientnet,regmean,7,0.01,0.078100,0.293087,-0.214987,5,0.321906,formal_accuracy_rows + model_hub_meta_test_acc
organcmnist,small,efficientnet,regmean,7,0.1,0.091300,0.639362,-0.548062,4,0.698579,formal_accuracy_rows + model_hub_meta_test_acc
organcmnist,small,efficientnet,fisher,3,0,0.113300,0.435005,-0.321705,0,0.347826,formal_accuracy_rows + model_hub_meta_test_acc
organcmnist,small,efficientnet,fisher,3,0.01,0.174100,0.582400,-0.408300,0,0.543896,formal_accuracy_rows + model_hub_meta_test_acc
organcmnist,small,efficientnet,fisher,3,0.1,0.088500,0.683301,-0.594801,2,0.632525,formal_accuracy_rows + model_hub_meta_test_acc
organcmnist,small,efficientnet,fisher,5,0,0.110300,0.377313,-0.267013,0,0.391304,formal_accuracy_rows + model_hub_meta_test_acc
organcmnist,small,efficientnet,fisher,5,0.01,0.129300,0.450949,-0.321649,2,0.376672,formal_accuracy_rows + model_hub_meta_test_acc
organcmnist,small,efficientnet,fisher,5,0.1,0.091300,0.642283,-0.550983,4,0.727007,formal_accuracy_rows + model_hub_meta_test_acc
organcmnist,small,efficientnet,fisher,7,0,0.217700,0.314873,-0.097173,0,0.237876,formal_accuracy_rows + model_hub_meta_test_acc
organcmnist,small,efficientnet,fisher,7,0.01,0.102700,0.293087,-0.190387,5,0.321906,formal_accuracy_rows + model_hub_meta_test_acc
organcmnist,small,efficientnet,fisher,7,0.1,0.089500,0.639362,-0.549862,4,0.698579,formal_accuracy_rows + model_hub_meta_test_acc
organcmnist,small,efficientnet,breadcrumbs,3,0,0.091300,0.435005,-0.343705,0,0.347826,formal_accuracy_rows + model_hub_meta_test_acc
organcmnist,small,efficientnet,breadcrumbs,3,0.01,0.091300,0.582400,-0.491100,0,0.543896,formal_accuracy_rows + model_hub_meta_test_acc
organcmnist,small,efficientnet,breadcrumbs,3,0.1,0.091300,0.683301,-0.592001,2,0.632525,formal_accuracy_rows + model_hub_meta_test_acc
organcmnist,small,efficientnet,breadcrumbs,5,0,0.091000,0.377313,-0.286313,0,0.391304,formal_accuracy_rows + model_hub_meta_test_acc
organcmnist,small,efficientnet,breadcrumbs,5,0.01,0.091300,0.450949,-0.359649,2,0.376672,formal_accuracy_rows + model_hub_meta_test_acc
organcmnist,small,efficientnet,breadcrumbs,5,0.1,0.091300,0.642283,-0.550983,4,0.727007,formal_accuracy_rows + model_hub_meta_test_acc
organcmnist,small,efficientnet,breadcrumbs,7,0,0.091300,0.314873,-0.223573,0,0.237876,formal_accuracy_rows + model_hub_meta_test_acc
organcmnist,small,efficientnet,breadcrumbs,7,0.01,0.091300,0.293087,-0.201787,5,0.321906,formal_accuracy_rows + model_hub_meta_test_acc
organcmnist,small,efficientnet,breadcrumbs,7,0.1,0.091300,0.639362,-0.548062,4,0.698579,formal_accuracy_rows + model_hub_meta_test_acc
organcmnist,small,efficientnet,model_stock,3,0,0.085200,0.435005,-0.349805,0,0.347826,formal_accuracy_rows + model_hub_meta_test_acc
organcmnist,small,efficientnet,model_stock,3,0.01,0.155100,0.582400,-0.427300,0,0.543896,formal_accuracy_rows + model_hub_meta_test_acc
organcmnist,small,efficientnet,model_stock,3,0.1,0.091300,0.683301,-0.592001,2,0.632525,formal_accuracy_rows + model_hub_meta_test_acc
organcmnist,small,efficientnet,model_stock,5,0,0.102100,0.377313,-0.275213,0,0.391304,formal_accuracy_rows + model_hub_meta_test_acc
organcmnist,small,efficientnet,model_stock,5,0.01,0.082300,0.450949,-0.368649,2,0.376672,formal_accuracy_rows + model_hub_meta_test_acc
organcmnist,small,efficientnet,model_stock,5,0.1,0.091300,0.642283,-0.550983,4,0.727007,formal_accuracy_rows + model_hub_meta_test_acc
organcmnist,small,efficientnet,model_stock,7,0,0.101300,0.314873,-0.213573,0,0.237876,formal_accuracy_rows + model_hub_meta_test_acc
organcmnist,small,efficientnet,model_stock,7,0.01,0.055500,0.293087,-0.237587,5,0.321906,formal_accuracy_rows + model_hub_meta_test_acc
organcmnist,small,efficientnet,model_stock,7,0.1,0.091300,0.639362,-0.548062,4,0.698579,formal_accuracy_rows + model_hub_meta_test_acc
organcmnist,small,efficientnet,from,3,0,0.089700,0.435005,-0.345305,0,0.347826,formal_accuracy_rows + model_hub_meta_test_acc
organcmnist,small,efficientnet,from,3,0.01,0.284300,0.582400,-0.298100,0,0.543896,formal_accuracy_rows + model_hub_meta_test_acc
organcmnist,small,efficientnet,from,3,0.1,0.091500,0.683301,-0.591801,2,0.632525,formal_accuracy_rows + model_hub_meta_test_acc
organcmnist,small,efficientnet,from,5,0,0.249800,0.377313,-0.127513,0,0.391304,formal_accuracy_rows + model_hub_meta_test_acc
organcmnist,small,efficientnet,from,5,0.01,0.120100,0.450949,-0.330849,2,0.376672,formal_accuracy_rows + model_hub_meta_test_acc
organcmnist,small,efficientnet,from,5,0.1,0.091300,0.642283,-0.550983,4,0.727007,formal_accuracy_rows + model_hub_meta_test_acc
organcmnist,small,efficientnet,from,7,0,0.142000,0.314873,-0.172873,0,0.237876,formal_accuracy_rows + model_hub_meta_test_acc
organcmnist,small,efficientnet,from,7,0.01,0.096000,0.293087,-0.197087,5,0.321906,formal_accuracy_rows + model_hub_meta_test_acc
organcmnist,small,efficientnet,from,7,0.1,0.130500,0.639362,-0.508862,4,0.698579,formal_accuracy_rows + model_hub_meta_test_acc
organcmnist,small,efficientnet,iso_c,3,0,0.088500,0.435005,-0.346505,0,0.347826,formal_accuracy_rows + model_hub_meta_test_acc
organcmnist,small,efficientnet,iso_c,3,0.01,0.100800,0.582400,-0.481600,0,0.543896,formal_accuracy_rows + model_hub_meta_test_acc
organcmnist,small,efficientnet,iso_c,3,0.1,0.091300,0.683301,-0.592001,2,0.632525,formal_accuracy_rows + model_hub_meta_test_acc
organcmnist,small,efficientnet,iso_c,5,0,0.122600,0.377313,-0.254713,0,0.391304,formal_accuracy_rows + model_hub_meta_test_acc
organcmnist,small,efficientnet,iso_c,5,0.01,0.093100,0.450949,-0.357849,2,0.376672,formal_accuracy_rows + model_hub_meta_test_acc
organcmnist,small,efficientnet,iso_c,5,0.1,0.091300,0.642283,-0.550983,4,0.727007,formal_accuracy_rows + model_hub_meta_test_acc
organcmnist,small,efficientnet,iso_c,7,0,0.155400,0.314873,-0.159473,0,0.237876,formal_accuracy_rows + model_hub_meta_test_acc
organcmnist,small,efficientnet,iso_c,7,0.01,0.080100,0.293087,-0.212987,5,0.321906,formal_accuracy_rows + model_hub_meta_test_acc
organcmnist,small,efficientnet,iso_c,7,0.1,0.091300,0.639362,-0.548062,4,0.698579,formal_accuracy_rows + model_hub_meta_test_acc
organcmnist,small,efficientnet,free_merge,3,0,0.088500,0.435005,-0.346505,0,0.347826,formal_accuracy_rows + model_hub_meta_test_acc
organcmnist,small,efficientnet,free_merge,3,0.01,0.100800,0.582400,-0.481600,0,0.543896,formal_accuracy_rows + model_hub_meta_test_acc
organcmnist,small,efficientnet,free_merge,3,0.1,0.094400,0.683301,-0.588901,2,0.632525,formal_accuracy_rows + model_hub_meta_test_acc
organcmnist,small,efficientnet,free_merge,5,0,0.117700,0.377313,-0.259613,0,0.391304,formal_accuracy_rows + model_hub_meta_test_acc
organcmnist,small,efficientnet,free_merge,5,0.01,0.139200,0.450949,-0.311749,2,0.376672,formal_accuracy_rows + model_hub_meta_test_acc
organcmnist,small,efficientnet,free_merge,5,0.1,0.091300,0.642283,-0.550983,4,0.727007,formal_accuracy_rows + model_hub_meta_test_acc
organcmnist,small,efficientnet,free_merge,7,0,0.213400,0.314873,-0.101473,0,0.237876,formal_accuracy_rows + model_hub_meta_test_acc
organcmnist,small,efficientnet,free_merge,7,0.01,0.078100,0.293087,-0.214987,5,0.321906,formal_accuracy_rows + model_hub_meta_test_acc
organcmnist,small,efficientnet,free_merge,7,0.1,0.091300,0.639362,-0.548062,4,0.698579,formal_accuracy_rows + model_hub_meta_test_acc
organcmnist,small,efficientnet,robustmerge,3,0,0.100200,0.435005,-0.334805,0,0.347826,formal_accuracy_rows + model_hub_meta_test_acc
organcmnist,small,efficientnet,robustmerge,3,0.01,0.088500,0.582400,-0.493900,0,0.543896,formal_accuracy_rows + model_hub_meta_test_acc
organcmnist,small,efficientnet,robustmerge,3,0.1,0.091300,0.683301,-0.592001,2,0.632525,formal_accuracy_rows + model_hub_meta_test_acc
organcmnist,small,efficientnet,robustmerge,5,0,0.089600,0.377313,-0.287713,0,0.391304,formal_accuracy_rows + model_hub_meta_test_acc
organcmnist,small,efficientnet,robustmerge,5,0.01,0.096000,0.450949,-0.354949,2,0.376672,formal_accuracy_rows + model_hub_meta_test_acc
organcmnist,small,efficientnet,robustmerge,5,0.1,0.089500,0.642283,-0.552783,4,0.727007,formal_accuracy_rows + model_hub_meta_test_acc
organcmnist,small,efficientnet,robustmerge,7,0,0.079800,0.314873,-0.235073,0,0.237876,formal_accuracy_rows + model_hub_meta_test_acc
organcmnist,small,efficientnet,robustmerge,7,0.01,0.089500,0.293087,-0.203587,5,0.321906,formal_accuracy_rows + model_hub_meta_test_acc
organcmnist,small,efficientnet,robustmerge,7,0.1,0.091300,0.639362,-0.548062,4,0.698579,formal_accuracy_rows + model_hub_meta_test_acc
organcmnist,small,mobilenet,avg,3,0,0.052500,0.432084,-0.379584,0,0.347826,formal_accuracy_rows + model_hub_meta_test_acc
organcmnist,small,mobilenet,avg,3,0.01,0.089500,0.574124,-0.484624,0,0.544732,formal_accuracy_rows + model_hub_meta_test_acc
organcmnist,small,mobilenet,avg,3,0.1,0.051200,0.680988,-0.629788,2,0.607023,formal_accuracy_rows + model_hub_meta_test_acc
organcmnist,small,mobilenet,avg,5,0,0.089500,0.365750,-0.276250,0,0.391304,formal_accuracy_rows + model_hub_meta_test_acc
organcmnist,small,mobilenet,avg,5,0.01,0.051200,0.445107,-0.393907,2,0.375418,formal_accuracy_rows + model_hub_meta_test_acc
organcmnist,small,mobilenet,avg,5,0.1,0.095900,0.636076,-0.540176,4,0.718227,formal_accuracy_rows + model_hub_meta_test_acc
organcmnist,small,mobilenet,avg,7,0,0.089500,0.310735,-0.221235,0,0.234532,formal_accuracy_rows + model_hub_meta_test_acc
organcmnist,small,mobilenet,avg,7,0.01,0.089500,0.289314,-0.199814,5,0.322742,formal_accuracy_rows + model_hub_meta_test_acc
organcmnist,small,mobilenet,avg,7,0.1,0.052500,0.620253,-0.567753,4,0.684783,formal_accuracy_rows + model_hub_meta_test_acc
organcmnist,small,mobilenet,ties,3,0,0.089500,0.432084,-0.342584,0,0.347826,formal_accuracy_rows + model_hub_meta_test_acc
organcmnist,small,mobilenet,ties,3,0.01,0.051200,0.574124,-0.522924,0,0.544732,formal_accuracy_rows + model_hub_meta_test_acc
organcmnist,small,mobilenet,ties,3,0.1,0.096400,0.680988,-0.584588,2,0.607023,formal_accuracy_rows + model_hub_meta_test_acc
organcmnist,small,mobilenet,ties,5,0,0.052600,0.365750,-0.313150,0,0.391304,formal_accuracy_rows + model_hub_meta_test_acc
organcmnist,small,mobilenet,ties,5,0.01,0.052500,0.445107,-0.392607,2,0.375418,formal_accuracy_rows + model_hub_meta_test_acc
organcmnist,small,mobilenet,ties,5,0.1,0.094900,0.636076,-0.541176,4,0.718227,formal_accuracy_rows + model_hub_meta_test_acc
organcmnist,small,mobilenet,ties,7,0,0.050100,0.310735,-0.260635,0,0.234532,formal_accuracy_rows + model_hub_meta_test_acc
organcmnist,small,mobilenet,ties,7,0.01,0.052500,0.289314,-0.236814,5,0.322742,formal_accuracy_rows + model_hub_meta_test_acc
organcmnist,small,mobilenet,ties,7,0.1,0.136100,0.620253,-0.484153,4,0.684783,formal_accuracy_rows + model_hub_meta_test_acc
organcmnist,small,mobilenet,dare_linear,3,0,0.052500,0.432084,-0.379584,0,0.347826,formal_accuracy_rows + model_hub_meta_test_acc
organcmnist,small,mobilenet,dare_linear,3,0.01,0.089500,0.574124,-0.484624,0,0.544732,formal_accuracy_rows + model_hub_meta_test_acc
organcmnist,small,mobilenet,dare_linear,3,0.1,0.089500,0.680988,-0.591488,2,0.607023,formal_accuracy_rows + model_hub_meta_test_acc
organcmnist,small,mobilenet,dare_linear,5,0,0.089500,0.365750,-0.276250,0,0.391304,formal_accuracy_rows + model_hub_meta_test_acc
organcmnist,small,mobilenet,dare_linear,5,0.01,0.117100,0.445107,-0.328007,2,0.375418,formal_accuracy_rows + model_hub_meta_test_acc
organcmnist,small,mobilenet,dare_linear,5,0.1,0.117100,0.636076,-0.518976,4,0.718227,formal_accuracy_rows + model_hub_meta_test_acc
organcmnist,small,mobilenet,dare_linear,7,0,0.089500,0.310735,-0.221235,0,0.234532,formal_accuracy_rows + model_hub_meta_test_acc
organcmnist,small,mobilenet,dare_linear,7,0.01,0.052500,0.289314,-0.236814,5,0.322742,formal_accuracy_rows + model_hub_meta_test_acc
organcmnist,small,mobilenet,dare_linear,7,0.1,0.052500,0.620253,-0.567753,4,0.684783,formal_accuracy_rows + model_hub_meta_test_acc
organcmnist,small,mobilenet,dare_ties,3,0,0.100800,0.432084,-0.331284,0,0.347826,formal_accuracy_rows + model_hub_meta_test_acc
organcmnist,small,mobilenet,dare_ties,3,0.01,0.100800,0.574124,-0.473324,0,0.544732,formal_accuracy_rows + model_hub_meta_test_acc
organcmnist,small,mobilenet,dare_ties,3,0.1,0.100800,0.680988,-0.580188,2,0.607023,formal_accuracy_rows + model_hub_meta_test_acc
organcmnist,small,mobilenet,dare_ties,5,0,0.110900,0.365750,-0.254850,0,0.391304,formal_accuracy_rows + model_hub_meta_test_acc
organcmnist,small,mobilenet,dare_ties,5,0.01,0.100800,0.445107,-0.344307,2,0.375418,formal_accuracy_rows + model_hub_meta_test_acc
organcmnist,small,mobilenet,dare_ties,5,0.1,0.100800,0.636076,-0.535276,4,0.718227,formal_accuracy_rows + model_hub_meta_test_acc
organcmnist,small,mobilenet,dare_ties,7,0,0.100800,0.310735,-0.209935,0,0.234532,formal_accuracy_rows + model_hub_meta_test_acc
organcmnist,small,mobilenet,dare_ties,7,0.01,0.083500,0.289314,-0.205814,5,0.322742,formal_accuracy_rows + model_hub_meta_test_acc
organcmnist,small,mobilenet,dare_ties,7,0.1,0.035300,0.620253,-0.584953,4,0.684783,formal_accuracy_rows + model_hub_meta_test_acc
organcmnist,small,mobilenet,regmean,3,0,0.051200,0.432084,-0.380884,0,0.347826,formal_accuracy_rows + model_hub_meta_test_acc
organcmnist,small,mobilenet,regmean,3,0.01,0.089500,0.574124,-0.484624,0,0.544732,formal_accuracy_rows + model_hub_meta_test_acc
organcmnist,small,mobilenet,regmean,3,0.1,0.051200,0.680988,-0.629788,2,0.607023,formal_accuracy_rows + model_hub_meta_test_acc
organcmnist,small,mobilenet,regmean,5,0,0.089500,0.365750,-0.276250,0,0.391304,formal_accuracy_rows + model_hub_meta_test_acc
organcmnist,small,mobilenet,regmean,5,0.01,0.091300,0.445107,-0.353807,2,0.375418,formal_accuracy_rows + model_hub_meta_test_acc
organcmnist,small,mobilenet,regmean,5,0.1,0.051200,0.636076,-0.584876,4,0.718227,formal_accuracy_rows + model_hub_meta_test_acc
organcmnist,small,mobilenet,regmean,7,0,0.051200,0.310735,-0.259535,0,0.234532,formal_accuracy_rows + model_hub_meta_test_acc
organcmnist,small,mobilenet,regmean,7,0.01,0.223300,0.289314,-0.066014,5,0.322742,formal_accuracy_rows + model_hub_meta_test_acc
organcmnist,small,mobilenet,regmean,7,0.1,0.052500,0.620253,-0.567753,4,0.684783,formal_accuracy_rows + model_hub_meta_test_acc
organcmnist,small,mobilenet,fisher,3,0,0.052500,0.432084,-0.379584,0,0.347826,formal_accuracy_rows + model_hub_meta_test_acc
organcmnist,small,mobilenet,fisher,3,0.01,0.089500,0.574124,-0.484624,0,0.544732,formal_accuracy_rows + model_hub_meta_test_acc
organcmnist,small,mobilenet,fisher,3,0.1,0.089500,0.680988,-0.591488,2,0.607023,formal_accuracy_rows + model_hub_meta_test_acc
organcmnist,small,mobilenet,fisher,5,0,0.052500,0.365750,-0.313250,0,0.391304,formal_accuracy_rows + model_hub_meta_test_acc
organcmnist,small,mobilenet,fisher,5,0.01,0.067800,0.445107,-0.377307,2,0.375418,formal_accuracy_rows + model_hub_meta_test_acc
organcmnist,small,mobilenet,fisher,5,0.1,0.089500,0.636076,-0.546576,4,0.718227,formal_accuracy_rows + model_hub_meta_test_acc
organcmnist,small,mobilenet,fisher,7,0,0.052500,0.310735,-0.258235,0,0.234532,formal_accuracy_rows + model_hub_meta_test_acc
organcmnist,small,mobilenet,fisher,7,0.01,0.088500,0.289314,-0.200814,5,0.322742,formal_accuracy_rows + model_hub_meta_test_acc
organcmnist,small,mobilenet,fisher,7,0.1,0.052500,0.620253,-0.567753,4,0.684783,formal_accuracy_rows + model_hub_meta_test_acc
organcmnist,small,mobilenet,breadcrumbs,3,0,0.117100,0.432084,-0.314984,0,0.347826,formal_accuracy_rows + model_hub_meta_test_acc
organcmnist,small,mobilenet,breadcrumbs,3,0.01,0.051200,0.574124,-0.522924,0,0.544732,formal_accuracy_rows + model_hub_meta_test_acc
organcmnist,small,mobilenet,breadcrumbs,3,0.1,0.051200,0.680988,-0.629788,2,0.607023,formal_accuracy_rows + model_hub_meta_test_acc
organcmnist,small,mobilenet,breadcrumbs,5,0,0.051200,0.365750,-0.314550,0,0.391304,formal_accuracy_rows + model_hub_meta_test_acc
organcmnist,small,mobilenet,breadcrumbs,5,0.01,0.051200,0.445107,-0.393907,2,0.375418,formal_accuracy_rows + model_hub_meta_test_acc
organcmnist,small,mobilenet,breadcrumbs,5,0.1,0.051200,0.636076,-0.584876,4,0.718227,formal_accuracy_rows + model_hub_meta_test_acc
organcmnist,small,mobilenet,breadcrumbs,7,0,0.051200,0.310735,-0.259535,0,0.234532,formal_accuracy_rows + model_hub_meta_test_acc
organcmnist,small,mobilenet,breadcrumbs,7,0.01,0.051200,0.289314,-0.238114,5,0.322742,formal_accuracy_rows + model_hub_meta_test_acc
organcmnist,small,mobilenet,breadcrumbs,7,0.1,0.051200,0.620253,-0.569053,4,0.684783,formal_accuracy_rows + model_hub_meta_test_acc
organcmnist,small,mobilenet,model_stock,3,0,0.052500,0.432084,-0.379584,0,0.347826,formal_accuracy_rows + model_hub_meta_test_acc
organcmnist,small,mobilenet,model_stock,3,0.01,0.089500,0.574124,-0.484624,0,0.544732,formal_accuracy_rows + model_hub_meta_test_acc
organcmnist,small,mobilenet,model_stock,3,0.1,0.100800,0.680988,-0.580188,2,0.607023,formal_accuracy_rows + model_hub_meta_test_acc
organcmnist,small,mobilenet,model_stock,5,0,0.051200,0.365750,-0.314550,0,0.391304,formal_accuracy_rows + model_hub_meta_test_acc
