dataset,task_type,backbone,method,setting,num_clients,beta,accuracy,source_file
chaoshengmnist,small,resnet,iso_c,c5_b0.01,5,0.01,0.1626,program/MedMNISTMerge/result/chaoshengmnist(1).md
chaoshengmnist,small,resnet,iso_c,c5_b0.1,5,0.1,0.1914,program/MedMNISTMerge/result/chaoshengmnist(1).md
chaoshengmnist,small,resnet,iso_c,c7_b0,7,0.0,0.1662,program/MedMNISTMerge/result/chaoshengmnist(1).md
chaoshengmnist,small,resnet,iso_c,c7_b0.01,7,0.01,0.1195,program/MedMNISTMerge/result/chaoshengmnist(1).md
chaoshengmnist,small,resnet,iso_c,c7_b0.1,7,0.1,0.1806,program/MedMNISTMerge/result/chaoshengmnist(1).md
chaoshengmnist,small,resnet,free_merge,c3_b0,3,0.0,0.2552,program/MedMNISTMerge/result/chaoshengmnist(1).md
chaoshengmnist,small,resnet,free_merge,c3_b0.01,3,0.01,0.301,program/MedMNISTMerge/result/chaoshengmnist(1).md
chaoshengmnist,small,resnet,free_merge,c3_b0.1,3,0.1,0.1743,program/MedMNISTMerge/result/chaoshengmnist(1).md
chaoshengmnist,small,resnet,free_merge,c5_b0,5,0.0,0.1545,program/MedMNISTMerge/result/chaoshengmnist(1).md
chaoshengmnist,small,resnet,free_merge,c5_b0.01,5,0.01,0.1536,program/MedMNISTMerge/result/chaoshengmnist(1).md
chaoshengmnist,small,resnet,free_merge,c5_b0.1,5,0.1,0.1662,program/MedMNISTMerge/result/chaoshengmnist(1).md
chaoshengmnist,small,resnet,free_merge,c7_b0,7,0.0,0.1689,program/MedMNISTMerge/result/chaoshengmnist(1).md
chaoshengmnist,small,resnet,free_merge,c7_b0.01,7,0.01,0.133,program/MedMNISTMerge/result/chaoshengmnist(1).md
chaoshengmnist,small,resnet,free_merge,c7_b0.1,7,0.1,0.1617,program/MedMNISTMerge/result/chaoshengmnist(1).md
chaoshengmnist,small,resnet,robustmerge,c3_b0,3,0.0,0.2659,program/MedMNISTMerge/result/chaoshengmnist(1).md
chaoshengmnist,small,resnet,robustmerge,c3_b0.01,3,0.01,0.1473,program/MedMNISTMerge/result/chaoshengmnist(1).md
chaoshengmnist,small,resnet,robustmerge,c3_b0.1,3,0.1,0.2435,program/MedMNISTMerge/result/chaoshengmnist(1).md
chaoshengmnist,small,resnet,robustmerge,c5_b0,5,0.0,0.2264,program/MedMNISTMerge/result/chaoshengmnist(1).md
chaoshengmnist,small,resnet,robustmerge,c5_b0.01,5,0.01,0.1878,program/MedMNISTMerge/result/chaoshengmnist(1).md
chaoshengmnist,small,resnet,robustmerge,c5_b0.1,5,0.1,0.2552,program/MedMNISTMerge/result/chaoshengmnist(1).md
chaoshengmnist,small,resnet,robustmerge,c7_b0,7,0.0,0.1914,program/MedMNISTMerge/result/chaoshengmnist(1).md
chaoshengmnist,small,resnet,robustmerge,c7_b0.01,7,0.01,0.1276,program/MedMNISTMerge/result/chaoshengmnist(1).md
chaoshengmnist,small,resnet,robustmerge,c7_b0.1,7,0.1,0.1932,program/MedMNISTMerge/result/chaoshengmnist(1).md
chaoshengmnist,small,convnext,avg,c3_b0,3,0.0,0.1051,program/MedMNISTMerge/result/chaoshengmnist(1).md
chaoshengmnist,small,convnext,avg,c3_b0.01,3,0.01,0.1734,program/MedMNISTMerge/result/chaoshengmnist(1).md
chaoshengmnist,small,convnext,avg,c3_b0.1,3,0.1,0.1734,program/MedMNISTMerge/result/chaoshengmnist(1).md
chaoshengmnist,small,convnext,avg,c5_b0,5,0.0,0.1734,program/MedMNISTMerge/result/chaoshengmnist(1).md
chaoshengmnist,small,convnext,avg,c5_b0.01,5,0.01,0.1051,program/MedMNISTMerge/result/chaoshengmnist(1).md
chaoshengmnist,small,convnext,avg,c5_b0.1,5,0.1,0.1734,program/MedMNISTMerge/result/chaoshengmnist(1).md
chaoshengmnist,small,convnext,avg,c7_b0,7,0.0,0.1087,program/MedMNISTMerge/result/chaoshengmnist(1).md
chaoshengmnist,small,convnext,avg,c7_b0.01,7,0.01,0.1051,program/MedMNISTMerge/result/chaoshengmnist(1).md
chaoshengmnist,small,convnext,avg,c7_b0.1,7,0.1,0.1617,program/MedMNISTMerge/result/chaoshengmnist(1).md
chaoshengmnist,small,convnext,ties,c3_b0,3,0.0,0.1087,program/MedMNISTMerge/result/chaoshengmnist(1).md
chaoshengmnist,small,convnext,ties,c3_b0.01,3,0.01,0.1734,program/MedMNISTMerge/result/chaoshengmnist(1).md
chaoshengmnist,small,convnext,ties,c3_b0.1,3,0.1,0.1734,program/MedMNISTMerge/result/chaoshengmnist(1).md
chaoshengmnist,small,convnext,ties,c5_b0,5,0.0,0.0898,program/MedMNISTMerge/result/chaoshengmnist(1).md
chaoshengmnist,small,convnext,ties,c5_b0.01,5,0.01,0.1734,program/MedMNISTMerge/result/chaoshengmnist(1).md
chaoshengmnist,small,convnext,ties,c5_b0.1,5,0.1,0.1734,program/MedMNISTMerge/result/chaoshengmnist(1).md
chaoshengmnist,small,convnext,ties,c7_b0,7,0.0,0.1734,program/MedMNISTMerge/result/chaoshengmnist(1).md
chaoshengmnist,small,convnext,ties,c7_b0.01,7,0.01,0.1051,program/MedMNISTMerge/result/chaoshengmnist(1).md
chaoshengmnist,small,convnext,ties,c7_b0.1,7,0.1,0.1087,program/MedMNISTMerge/result/chaoshengmnist(1).md
chaoshengmnist,small,convnext,dare_linear,c3_b0,3,0.0,0.1258,program/MedMNISTMerge/result/chaoshengmnist(1).md
chaoshengmnist,small,convnext,dare_linear,c3_b0.01,3,0.01,0.1734,program/MedMNISTMerge/result/chaoshengmnist(1).md
chaoshengmnist,small,convnext,dare_linear,c3_b0.1,3,0.1,0.1734,program/MedMNISTMerge/result/chaoshengmnist(1).md
chaoshengmnist,small,convnext,dare_linear,c5_b0,5,0.0,0.1734,program/MedMNISTMerge/result/chaoshengmnist(1).md
chaoshengmnist,small,convnext,dare_linear,c5_b0.01,5,0.01,0.1258,program/MedMNISTMerge/result/chaoshengmnist(1).md
chaoshengmnist,small,convnext,dare_linear,c5_b0.1,5,0.1,0.1734,program/MedMNISTMerge/result/chaoshengmnist(1).md
chaoshengmnist,small,convnext,dare_linear,c7_b0,7,0.0,0.1087,program/MedMNISTMerge/result/chaoshengmnist(1).md
chaoshengmnist,small,convnext,dare_linear,c7_b0.01,7,0.01,0.1087,program/MedMNISTMerge/result/chaoshengmnist(1).md
chaoshengmnist,small,convnext,dare_linear,c7_b0.1,7,0.1,0.1617,program/MedMNISTMerge/result/chaoshengmnist(1).md
chaoshengmnist,small,convnext,dare_ties,c3_b0,3,0.0,0.0898,program/MedMNISTMerge/result/chaoshengmnist(1).md
chaoshengmnist,small,convnext,dare_ties,c3_b0.01,3,0.01,0.1734,program/MedMNISTMerge/result/chaoshengmnist(1).md
chaoshengmnist,small,convnext,dare_ties,c3_b0.1,3,0.1,0.1734,program/MedMNISTMerge/result/chaoshengmnist(1).md
chaoshengmnist,small,convnext,dare_ties,c5_b0,5,0.0,0.0898,program/MedMNISTMerge/result/chaoshengmnist(1).md
chaoshengmnist,small,convnext,dare_ties,c5_b0.01,5,0.01,0.1258,program/MedMNISTMerge/result/chaoshengmnist(1).md
chaoshengmnist,small,convnext,dare_ties,c5_b0.1,5,0.1,0.1734,program/MedMNISTMerge/result/chaoshengmnist(1).md
chaoshengmnist,small,convnext,dare_ties,c7_b0,7,0.0,0.1267,program/MedMNISTMerge/result/chaoshengmnist(1).md
chaoshengmnist,small,convnext,dare_ties,c7_b0.01,7,0.01,0.1617,program/MedMNISTMerge/result/chaoshengmnist(1).md
chaoshengmnist,small,convnext,dare_ties,c7_b0.1,7,0.1,0.1617,program/MedMNISTMerge/result/chaoshengmnist(1).md
chaoshengmnist,small,convnext,regmean,c3_b0,3,0.0,0.1258,program/MedMNISTMerge/result/chaoshengmnist(1).md
chaoshengmnist,small,convnext,regmean,c3_b0.01,3,0.01,0.1734,program/MedMNISTMerge/result/chaoshengmnist(1).md
chaoshengmnist,small,convnext,regmean,c3_b0.1,3,0.1,0.1734,program/MedMNISTMerge/result/chaoshengmnist(1).md
chaoshengmnist,small,convnext,regmean,c5_b0,5,0.0,0.1267,program/MedMNISTMerge/result/chaoshengmnist(1).md
chaoshengmnist,small,convnext,regmean,c5_b0.01,5,0.01,0.1617,program/MedMNISTMerge/result/chaoshengmnist(1).md
chaoshengmnist,small,convnext,regmean,c5_b0.1,5,0.1,0.1734,program/MedMNISTMerge/result/chaoshengmnist(1).md
chaoshengmnist,small,convnext,regmean,c7_b0,7,0.0,0.1617,program/MedMNISTMerge/result/chaoshengmnist(1).md
chaoshengmnist,small,convnext,regmean,c7_b0.01,7,0.01,0.1617,program/MedMNISTMerge/result/chaoshengmnist(1).md
chaoshengmnist,small,convnext,regmean,c7_b0.1,7,0.1,0.1267,program/MedMNISTMerge/result/chaoshengmnist(1).md
chaoshengmnist,small,convnext,fisher,c3_b0,3,0.0,0.1617,program/MedMNISTMerge/result/chaoshengmnist(1).md
chaoshengmnist,small,convnext,fisher,c3_b0.01,3,0.01,0.1734,program/MedMNISTMerge/result/chaoshengmnist(1).md
chaoshengmnist,small,convnext,fisher,c3_b0.1,3,0.1,0.1734,program/MedMNISTMerge/result/chaoshengmnist(1).md
chaoshengmnist,small,convnext,fisher,c5_b0,5,0.0,0.1258,program/MedMNISTMerge/result/chaoshengmnist(1).md
chaoshengmnist,small,convnext,fisher,c5_b0.01,5,0.01,0.1734,program/MedMNISTMerge/result/chaoshengmnist(1).md
chaoshengmnist,small,convnext,fisher,c5_b0.1,5,0.1,0.1087,program/MedMNISTMerge/result/chaoshengmnist(1).md
chaoshengmnist,small,convnext,fisher,c7_b0,7,0.0,0.0898,program/MedMNISTMerge/result/chaoshengmnist(1).md
chaoshengmnist,small,convnext,fisher,c7_b0.01,7,0.01,0.1734,program/MedMNISTMerge/result/chaoshengmnist(1).md
chaoshengmnist,small,convnext,fisher,c7_b0.1,7,0.1,0.1734,program/MedMNISTMerge/result/chaoshengmnist(1).md
chaoshengmnist,small,convnext,breadcrumbs,c3_b0,3,0.0,0.1267,program/MedMNISTMerge/result/chaoshengmnist(1).md
chaoshengmnist,small,convnext,breadcrumbs,c3_b0.01,3,0.01,0.1267,program/MedMNISTMerge/result/chaoshengmnist(1).md
chaoshengmnist,small,convnext,breadcrumbs,c3_b0.1,3,0.1,0.1617,program/MedMNISTMerge/result/chaoshengmnist(1).md
chaoshengmnist,small,convnext,breadcrumbs,c5_b0,5,0.0,0.1087,program/MedMNISTMerge/result/chaoshengmnist(1).md
chaoshengmnist,small,convnext,breadcrumbs,c5_b0.01,5,0.01,0.1267,program/MedMNISTMerge/result/chaoshengmnist(1).md
chaoshengmnist,small,convnext,breadcrumbs,c5_b0.1,5,0.1,0.1734,program/MedMNISTMerge/result/chaoshengmnist(1).md
chaoshengmnist,small,convnext,breadcrumbs,c7_b0,7,0.0,0.1087,program/MedMNISTMerge/result/chaoshengmnist(1).md
chaoshengmnist,small,convnext,breadcrumbs,c7_b0.01,7,0.01,0.1734,program/MedMNISTMerge/result/chaoshengmnist(1).md
chaoshengmnist,small,convnext,breadcrumbs,c7_b0.1,7,0.1,0.1267,program/MedMNISTMerge/result/chaoshengmnist(1).md
chaoshengmnist,small,convnext,model_stock,c3_b0,3,0.0,0.1258,program/MedMNISTMerge/result/chaoshengmnist(1).md
chaoshengmnist,small,convnext,model_stock,c3_b0.01,3,0.01,0.1734,program/MedMNISTMerge/result/chaoshengmnist(1).md
chaoshengmnist,small,convnext,model_stock,c3_b0.1,3,0.1,0.1734,program/MedMNISTMerge/result/chaoshengmnist(1).md
chaoshengmnist,small,convnext,model_stock,c5_b0,5,0.0,0.1087,program/MedMNISTMerge/result/chaoshengmnist(1).md
chaoshengmnist,small,convnext,model_stock,c5_b0.01,5,0.01,0.1051,program/MedMNISTMerge/result/chaoshengmnist(1).md
chaoshengmnist,small,convnext,model_stock,c5_b0.1,5,0.1,0.1734,program/MedMNISTMerge/result/chaoshengmnist(1).md
chaoshengmnist,small,convnext,model_stock,c7_b0,7,0.0,0.1087,program/MedMNISTMerge/result/chaoshengmnist(1).md
chaoshengmnist,small,convnext,model_stock,c7_b0.01,7,0.01,0.1734,program/MedMNISTMerge/result/chaoshengmnist(1).md
chaoshengmnist,small,convnext,model_stock,c7_b0.1,7,0.1,0.1617,program/MedMNISTMerge/result/chaoshengmnist(1).md
chaoshengmnist,small,convnext,from,c3_b0,3,0.0,0.1258,program/MedMNISTMerge/result/chaoshengmnist(1).md
chaoshengmnist,small,convnext,from,c3_b0.01,3,0.01,0.1734,program/MedMNISTMerge/result/chaoshengmnist(1).md
chaoshengmnist,small,convnext,from,c3_b0.1,3,0.1,0.1734,program/MedMNISTMerge/result/chaoshengmnist(1).md
chaoshengmnist,small,convnext,from,c5_b0,5,0.0,0.1267,program/MedMNISTMerge/result/chaoshengmnist(1).md
chaoshengmnist,small,convnext,from,c5_b0.01,5,0.01,0.1734,program/MedMNISTMerge/result/chaoshengmnist(1).md
chaoshengmnist,small,convnext,from,c5_b0.1,5,0.1,0.1734,program/MedMNISTMerge/result/chaoshengmnist(1).md
chaoshengmnist,small,convnext,from,c7_b0,7,0.0,0.1087,program/MedMNISTMerge/result/chaoshengmnist(1).md
chaoshengmnist,small,convnext,from,c7_b0.01,7,0.01,0.1087,program/MedMNISTMerge/result/chaoshengmnist(1).md
chaoshengmnist,small,convnext,from,c7_b0.1,7,0.1,0.1087,program/MedMNISTMerge/result/chaoshengmnist(1).md
chaoshengmnist,small,convnext,iso_c,c3_b0,3,0.0,0.1087,program/MedMNISTMerge/result/chaoshengmnist(1).md
chaoshengmnist,small,convnext,iso_c,c3_b0.01,3,0.01,0.1734,program/MedMNISTMerge/result/chaoshengmnist(1).md
chaoshengmnist,small,convnext,iso_c,c3_b0.1,3,0.1,0.1734,program/MedMNISTMerge/result/chaoshengmnist(1).md
chaoshengmnist,small,convnext,iso_c,c5_b0,5,0.0,0.1087,program/MedMNISTMerge/result/chaoshengmnist(1).md
chaoshengmnist,small,convnext,iso_c,c5_b0.01,5,0.01,0.1051,program/MedMNISTMerge/result/chaoshengmnist(1).md
chaoshengmnist,small,convnext,iso_c,c5_b0.1,5,0.1,0.1734,program/MedMNISTMerge/result/chaoshengmnist(1).md
chaoshengmnist,small,convnext,iso_c,c7_b0,7,0.0,0.1581,program/MedMNISTMerge/result/chaoshengmnist(1).md
chaoshengmnist,small,convnext,iso_c,c7_b0.01,7,0.01,0.1617,program/MedMNISTMerge/result/chaoshengmnist(1).md
chaoshengmnist,small,convnext,iso_c,c7_b0.1,7,0.1,0.1617,program/MedMNISTMerge/result/chaoshengmnist(1).md
chaoshengmnist,small,convnext,free_merge,c3_b0,3,0.0,0.1051,program/MedMNISTMerge/result/chaoshengmnist(1).md
chaoshengmnist,small,convnext,free_merge,c3_b0.01,3,0.01,0.1734,program/MedMNISTMerge/result/chaoshengmnist(1).md
chaoshengmnist,small,convnext,free_merge,c3_b0.1,3,0.1,0.1734,program/MedMNISTMerge/result/chaoshengmnist(1).md
chaoshengmnist,small,convnext,free_merge,c5_b0,5,0.0,0.1087,program/MedMNISTMerge/result/chaoshengmnist(1).md
chaoshengmnist,small,convnext,free_merge,c5_b0.01,5,0.01,0.1051,program/MedMNISTMerge/result/chaoshengmnist(1).md
chaoshengmnist,small,convnext,free_merge,c5_b0.1,5,0.1,0.1734,program/MedMNISTMerge/result/chaoshengmnist(1).md
chaoshengmnist,small,convnext,free_merge,c7_b0,7,0.0,0.1734,program/MedMNISTMerge/result/chaoshengmnist(1).md
chaoshengmnist,small,convnext,free_merge,c7_b0.01,7,0.01,0.1734,program/MedMNISTMerge/result/chaoshengmnist(1).md
chaoshengmnist,small,convnext,free_merge,c7_b0.1,7,0.1,0.1617,program/MedMNISTMerge/result/chaoshengmnist(1).md
chaoshengmnist,small,convnext,robustmerge,c3_b0,3,0.0,0.1267,program/MedMNISTMerge/result/chaoshengmnist(1).md
chaoshengmnist,small,convnext,robustmerge,c3_b0.01,3,0.01,0.0898,program/MedMNISTMerge/result/chaoshengmnist(1).md
chaoshengmnist,small,convnext,robustmerge,c3_b0.1,3,0.1,0.1734,program/MedMNISTMerge/result/chaoshengmnist(1).md
chaoshengmnist,small,convnext,robustmerge,c5_b0,5,0.0,0.1087,program/MedMNISTMerge/result/chaoshengmnist(1).md
chaoshengmnist,small,convnext,robustmerge,c5_b0.01,5,0.01,0.1051,program/MedMNISTMerge/result/chaoshengmnist(1).md
chaoshengmnist,small,convnext,robustmerge,c5_b0.1,5,0.1,0.1267,program/MedMNISTMerge/result/chaoshengmnist(1).md
chaoshengmnist,small,convnext,robustmerge,c7_b0,7,0.0,0.1087,program/MedMNISTMerge/result/chaoshengmnist(1).md
chaoshengmnist,small,convnext,robustmerge,c7_b0.01,7,0.01,0.1734,program/MedMNISTMerge/result/chaoshengmnist(1).md
chaoshengmnist,small,convnext,robustmerge,c7_b0.1,7,0.1,0.1267,program/MedMNISTMerge/result/chaoshengmnist(1).md
chaoshengmnist,small,vit_t,avg,c3_b0,3,0.0,0.1339,program/MedMNISTMerge/result/chaoshengmnist(1).md
chaoshengmnist,small,vit_t,avg,c3_b0.01,3,0.01,0.1743,program/MedMNISTMerge/result/chaoshengmnist(1).md
chaoshengmnist,small,vit_t,avg,c3_b0.1,3,0.1,0.1267,program/MedMNISTMerge/result/chaoshengmnist(1).md
chaoshengmnist,small,vit_t,avg,c5_b0,5,0.0,0.1258,program/MedMNISTMerge/result/chaoshengmnist(1).md
chaoshengmnist,small,vit_t,avg,c5_b0.01,5,0.01,0.0988,program/MedMNISTMerge/result/chaoshengmnist(1).md
chaoshengmnist,small,vit_t,avg,c5_b0.1,5,0.1,0.1734,program/MedMNISTMerge/result/chaoshengmnist(1).md
chaoshengmnist,small,vit_t,avg,c7_b0,7,0.0,0.1087,program/MedMNISTMerge/result/chaoshengmnist(1).md
chaoshengmnist,small,vit_t,avg,c7_b0.01,7,0.01,0.2228,program/MedMNISTMerge/result/chaoshengmnist(1).md
chaoshengmnist,small,vit_t,avg,c7_b0.1,7,0.1,0.2336,program/MedMNISTMerge/result/chaoshengmnist(1).md
chaoshengmnist,small,vit_t,ties,c3_b0,3,0.0,0.1725,program/MedMNISTMerge/result/chaoshengmnist(1).md
chaoshengmnist,small,vit_t,ties,c3_b0.01,3,0.01,0.301,program/MedMNISTMerge/result/chaoshengmnist(1).md
chaoshengmnist,small,vit_t,ties,c3_b0.1,3,0.1,0.1267,program/MedMNISTMerge/result/chaoshengmnist(1).md
chaoshengmnist,small,vit_t,ties,c5_b0,5,0.0,0.0845,program/MedMNISTMerge/result/chaoshengmnist(1).md
chaoshengmnist,small,vit_t,ties,c5_b0.01,5,0.01,0.1303,program/MedMNISTMerge/result/chaoshengmnist(1).md
chaoshengmnist,small,vit_t,ties,c5_b0.1,5,0.1,0.177,program/MedMNISTMerge/result/chaoshengmnist(1).md
chaoshengmnist,small,vit_t,ties,c7_b0,7,0.0,0.1096,program/MedMNISTMerge/result/chaoshengmnist(1).md
chaoshengmnist,small,vit_t,ties,c7_b0.01,7,0.01,0.106,program/MedMNISTMerge/result/chaoshengmnist(1).md
chaoshengmnist,small,vit_t,ties,c7_b0.1,7,0.1,0.0898,program/MedMNISTMerge/result/chaoshengmnist(1).md
chaoshengmnist,small,vit_t,dare_linear,c3_b0,3,0.0,0.1473,program/MedMNISTMerge/result/chaoshengmnist(1).md
chaoshengmnist,small,vit_t,dare_linear,c3_b0.01,3,0.01,0.1725,program/MedMNISTMerge/result/chaoshengmnist(1).md
chaoshengmnist,small,vit_t,dare_linear,c3_b0.1,3,0.1,0.0898,program/MedMNISTMerge/result/chaoshengmnist(1).md
chaoshengmnist,small,vit_t,dare_linear,c5_b0,5,0.0,0.1051,program/MedMNISTMerge/result/chaoshengmnist(1).md
chaoshengmnist,small,vit_t,dare_linear,c5_b0.01,5,0.01,0.1051,program/MedMNISTMerge/result/chaoshengmnist(1).md
chaoshengmnist,small,vit_t,dare_linear,c5_b0.1,5,0.1,0.1051,program/MedMNISTMerge/result/chaoshengmnist(1).md
chaoshengmnist,small,vit_t,dare_linear,c7_b0,7,0.0,0.1087,program/MedMNISTMerge/result/chaoshengmnist(1).md
chaoshengmnist,small,vit_t,dare_linear,c7_b0.01,7,0.01,0.159,program/MedMNISTMerge/result/chaoshengmnist(1).md
chaoshengmnist,small,vit_t,dare_linear,c7_b0.1,7,0.1,0.1626,program/MedMNISTMerge/result/chaoshengmnist(1).md
chaoshengmnist,small,vit_t,dare_ties,c3_b0,3,0.0,0.1743,program/MedMNISTMerge/result/chaoshengmnist(1).md
chaoshengmnist,small,vit_t,dare_ties,c3_b0.01,3,0.01,0.1321,program/MedMNISTMerge/result/chaoshengmnist(1).md
chaoshengmnist,small,vit_t,dare_ties,c3_b0.1,3,0.1,0.1276,program/MedMNISTMerge/result/chaoshengmnist(1).md
chaoshengmnist,small,vit_t,dare_ties,c5_b0,5,0.0,0.1051,program/MedMNISTMerge/result/chaoshengmnist(1).md
chaoshengmnist,small,vit_t,dare_ties,c5_b0.01,5,0.01,0.1141,program/MedMNISTMerge/result/chaoshengmnist(1).md
chaoshengmnist,small,vit_t,dare_ties,c5_b0.1,5,0.1,0.1168,program/MedMNISTMerge/result/chaoshengmnist(1).md
chaoshengmnist,small,vit_t,dare_ties,c7_b0,7,0.0,0.1051,program/MedMNISTMerge/result/chaoshengmnist(1).md
chaoshengmnist,small,vit_t,dare_ties,c7_b0.01,7,0.01,0.1177,program/MedMNISTMerge/result/chaoshengmnist(1).md
chaoshengmnist,small,vit_t,dare_ties,c7_b0.1,7,0.1,0.0898,program/MedMNISTMerge/result/chaoshengmnist(1).md
chaoshengmnist,small,vit_t,regmean,c3_b0,3,0.0,0.1752,program/MedMNISTMerge/result/chaoshengmnist(1).md
chaoshengmnist,small,vit_t,regmean,c3_b0.01,3,0.01,0.1518,program/MedMNISTMerge/result/chaoshengmnist(1).md
chaoshengmnist,small,vit_t,regmean,c3_b0.1,3,0.1,0.1204,program/MedMNISTMerge/result/chaoshengmnist(1).md
chaoshengmnist,small,vit_t,regmean,c5_b0,5,0.0,0.1087,program/MedMNISTMerge/result/chaoshengmnist(1).md
chaoshengmnist,small,vit_t,regmean,c5_b0.01,5,0.01,0.1258,program/MedMNISTMerge/result/chaoshengmnist(1).md
chaoshengmnist,small,vit_t,regmean,c5_b0.1,5,0.1,0.1806,program/MedMNISTMerge/result/chaoshengmnist(1).md
chaoshengmnist,small,vit_t,regmean,c7_b0,7,0.0,0.1114,program/MedMNISTMerge/result/chaoshengmnist(1).md
chaoshengmnist,small,vit_t,regmean,c7_b0.01,7,0.01,0.1051,program/MedMNISTMerge/result/chaoshengmnist(1).md
chaoshengmnist,small,vit_t,regmean,c7_b0.1,7,0.1,0.1267,program/MedMNISTMerge/result/chaoshengmnist(1).md
chaoshengmnist,small,vit_t,fisher,c3_b0,3,0.0,0.1671,program/MedMNISTMerge/result/chaoshengmnist(1).md
chaoshengmnist,small,vit_t,fisher,c3_b0.01,3,0.01,0.1932,program/MedMNISTMerge/result/chaoshengmnist(1).md
chaoshengmnist,small,vit_t,fisher,c3_b0.1,3,0.1,0.1231,program/MedMNISTMerge/result/chaoshengmnist(1).md
chaoshengmnist,small,vit_t,fisher,c5_b0,5,0.0,0.1617,program/MedMNISTMerge/result/chaoshengmnist(1).md
chaoshengmnist,small,vit_t,fisher,c5_b0.01,5,0.01,0.1231,program/MedMNISTMerge/result/chaoshengmnist(1).md
chaoshengmnist,small,vit_t,fisher,c5_b0.1,5,0.1,0.1096,program/MedMNISTMerge/result/chaoshengmnist(1).md
chaoshengmnist,small,vit_t,fisher,c7_b0,7,0.0,0.1258,program/MedMNISTMerge/result/chaoshengmnist(1).md
chaoshengmnist,small,vit_t,fisher,c7_b0.01,7,0.01,0.1734,program/MedMNISTMerge/result/chaoshengmnist(1).md
chaoshengmnist,small,vit_t,fisher,c7_b0.1,7,0.1,0.1267,program/MedMNISTMerge/result/chaoshengmnist(1).md
chaoshengmnist,small,vit_t,breadcrumbs,c3_b0,3,0.0,0.1914,program/MedMNISTMerge/result/chaoshengmnist(1).md
chaoshengmnist,small,vit_t,breadcrumbs,c3_b0.01,3,0.01,0.1267,program/MedMNISTMerge/result/chaoshengmnist(1).md
chaoshengmnist,small,vit_t,breadcrumbs,c3_b0.1,3,0.1,0.0898,program/MedMNISTMerge/result/chaoshengmnist(1).md
chaoshengmnist,small,vit_t,breadcrumbs,c5_b0,5,0.0,0.1105,program/MedMNISTMerge/result/chaoshengmnist(1).md
chaoshengmnist,small,vit_t,breadcrumbs,c5_b0.01,5,0.01,0.1267,program/MedMNISTMerge/result/chaoshengmnist(1).md
chaoshengmnist,small,vit_t,breadcrumbs,c5_b0.1,5,0.1,0.1051,program/MedMNISTMerge/result/chaoshengmnist(1).md
chaoshengmnist,small,vit_t,breadcrumbs,c7_b0,7,0.0,0.1608,program/MedMNISTMerge/result/chaoshengmnist(1).md
chaoshengmnist,small,vit_t,breadcrumbs,c7_b0.01,7,0.01,0.1707,program/MedMNISTMerge/result/chaoshengmnist(1).md
chaoshengmnist,small,vit_t,breadcrumbs,c7_b0.1,7,0.1,0.1258,program/MedMNISTMerge/result/chaoshengmnist(1).md
chaoshengmnist,small,vit_t,model_stock,c3_b0,3,0.0,0.1779,program/MedMNISTMerge/result/chaoshengmnist(1).md
chaoshengmnist,small,vit_t,model_stock,c3_b0.01,3,0.01,0.1752,program/MedMNISTMerge/result/chaoshengmnist(1).md
chaoshengmnist,small,vit_t,model_stock,c3_b0.1,3,0.1,0.1267,program/MedMNISTMerge/result/chaoshengmnist(1).md
chaoshengmnist,small,vit_t,model_stock,c5_b0,5,0.0,0.2363,program/MedMNISTMerge/result/chaoshengmnist(1).md
chaoshengmnist,small,vit_t,model_stock,c5_b0.01,5,0.01,0.133,program/MedMNISTMerge/result/chaoshengmnist(1).md
chaoshengmnist,small,vit_t,model_stock,c5_b0.1,5,0.1,0.1734,program/MedMNISTMerge/result/chaoshengmnist(1).md
chaoshengmnist,small,vit_t,model_stock,c7_b0,7,0.0,0.1617,program/MedMNISTMerge/result/chaoshengmnist(1).md
chaoshengmnist,small,vit_t,model_stock,c7_b0.01,7,0.01,0.1662,program/MedMNISTMerge/result/chaoshengmnist(1).md
chaoshengmnist,small,vit_t,model_stock,c7_b0.1,7,0.1,0.1644,program/MedMNISTMerge/result/chaoshengmnist(1).md
chaoshengmnist,small,vit_t,from,c3_b0,3,0.0,0.1393,program/MedMNISTMerge/result/chaoshengmnist(1).md
chaoshengmnist,small,vit_t,from,c3_b0.01,3,0.01,0.2848,program/MedMNISTMerge/result/chaoshengmnist(1).md
chaoshengmnist,small,vit_t,from,c3_b0.1,3,0.1,0.1267,program/MedMNISTMerge/result/chaoshengmnist(1).md
