dataset,task_type,backbone,method,setting,num_clients,beta,accuracy,source_file
pathmnist,small,vit_t,regmean,c7_b0,7,0.0,0.1864,program/MedMNISTMerge/result/pathmnist(1).md
pathmnist,small,vit_t,regmean,c7_b0.01,7,0.01,0.118,program/MedMNISTMerge/result/pathmnist(1).md
pathmnist,small,vit_t,regmean,c7_b0.1,7,0.1,0.1209,program/MedMNISTMerge/result/pathmnist(1).md
pathmnist,small,vit_t,fisher,c3_b0,3,0.0,0.1599,program/MedMNISTMerge/result/pathmnist(1).md
pathmnist,small,vit_t,fisher,c3_b0.01,3,0.01,0.1191,program/MedMNISTMerge/result/pathmnist(1).md
pathmnist,small,vit_t,fisher,c3_b0.1,3,0.1,0.1674,program/MedMNISTMerge/result/pathmnist(1).md
pathmnist,small,vit_t,fisher,c5_b0,5,0.0,0.0458,program/MedMNISTMerge/result/pathmnist(1).md
pathmnist,small,vit_t,fisher,c5_b0.01,5,0.01,0.1834,program/MedMNISTMerge/result/pathmnist(1).md
pathmnist,small,vit_t,fisher,c5_b0.1,5,0.1,0.118,program/MedMNISTMerge/result/pathmnist(1).md
pathmnist,small,vit_t,fisher,c7_b0,7,0.0,0.1858,program/MedMNISTMerge/result/pathmnist(1).md
pathmnist,small,vit_t,fisher,c7_b0.01,7,0.01,0.1181,program/MedMNISTMerge/result/pathmnist(1).md
pathmnist,small,vit_t,fisher,c7_b0.1,7,0.1,0.1412,program/MedMNISTMerge/result/pathmnist(1).md
pathmnist,small,vit_t,breadcrumbs,c3_b0,3,0.0,0.2894,program/MedMNISTMerge/result/pathmnist(1).md
pathmnist,small,vit_t,breadcrumbs,c3_b0.01,3,0.01,0.0472,program/MedMNISTMerge/result/pathmnist(1).md
pathmnist,small,vit_t,breadcrumbs,c3_b0.1,3,0.1,0.1269,program/MedMNISTMerge/result/pathmnist(1).md
pathmnist,small,vit_t,breadcrumbs,c5_b0,5,0.0,0.1039,program/MedMNISTMerge/result/pathmnist(1).md
pathmnist,small,vit_t,breadcrumbs,c5_b0.01,5,0.01,0.1859,program/MedMNISTMerge/result/pathmnist(1).md
pathmnist,small,vit_t,breadcrumbs,c5_b0.1,5,0.1,0.2868,program/MedMNISTMerge/result/pathmnist(1).md
pathmnist,small,vit_t,breadcrumbs,c7_b0,7,0.0,0.0884,program/MedMNISTMerge/result/pathmnist(1).md
pathmnist,small,vit_t,breadcrumbs,c7_b0.01,7,0.01,0.1667,program/MedMNISTMerge/result/pathmnist(1).md
pathmnist,small,vit_t,breadcrumbs,c7_b0.1,7,0.1,0.1948,program/MedMNISTMerge/result/pathmnist(1).md
pathmnist,small,vit_t,model_stock,c3_b0,3,0.0,0.1755,program/MedMNISTMerge/result/pathmnist(1).md
pathmnist,small,vit_t,model_stock,c3_b0.01,3,0.01,0.0472,program/MedMNISTMerge/result/pathmnist(1).md
pathmnist,small,vit_t,model_stock,c3_b0.1,3,0.1,0.1717,program/MedMNISTMerge/result/pathmnist(1).md
pathmnist,small,vit_t,model_stock,c5_b0,5,0.0,0.0581,program/MedMNISTMerge/result/pathmnist(1).md
pathmnist,small,vit_t,model_stock,c5_b0.01,5,0.01,0.1609,program/MedMNISTMerge/result/pathmnist(1).md
pathmnist,small,vit_t,model_stock,c5_b0.1,5,0.1,0.3396,program/MedMNISTMerge/result/pathmnist(1).md
pathmnist,small,vit_t,model_stock,c7_b0,7,0.0,0.2645,program/MedMNISTMerge/result/pathmnist(1).md
pathmnist,small,vit_t,model_stock,c7_b0.01,7,0.01,0.2294,program/MedMNISTMerge/result/pathmnist(1).md
pathmnist,small,vit_t,model_stock,c7_b0.1,7,0.1,0.127,program/MedMNISTMerge/result/pathmnist(1).md
pathmnist,small,vit_t,from,c3_b0,3,0.0,0.1169,program/MedMNISTMerge/result/pathmnist(1).md
pathmnist,small,vit_t,from,c3_b0.01,3,0.01,0.1632,program/MedMNISTMerge/result/pathmnist(1).md
pathmnist,small,vit_t,from,c3_b0.1,3,0.1,0.157,program/MedMNISTMerge/result/pathmnist(1).md
pathmnist,small,vit_t,from,c5_b0,5,0.0,0.0586,program/MedMNISTMerge/result/pathmnist(1).md
pathmnist,small,vit_t,from,c5_b0.01,5,0.01,0.1843,program/MedMNISTMerge/result/pathmnist(1).md
pathmnist,small,vit_t,from,c5_b0.1,5,0.1,0.3483,program/MedMNISTMerge/result/pathmnist(1).md
pathmnist,small,vit_t,from,c7_b0,7,0.0,0.2234,program/MedMNISTMerge/result/pathmnist(1).md
pathmnist,small,vit_t,from,c7_b0.01,7,0.01,0.1677,program/MedMNISTMerge/result/pathmnist(1).md
pathmnist,small,vit_t,from,c7_b0.1,7,0.1,0.1698,program/MedMNISTMerge/result/pathmnist(1).md
pathmnist,small,vit_t,iso_c,c3_b0,3,0.0,0.0472,program/MedMNISTMerge/result/pathmnist(1).md
pathmnist,small,vit_t,iso_c,c3_b0.01,3,0.01,0.095,program/MedMNISTMerge/result/pathmnist(1).md
pathmnist,small,vit_t,iso_c,c3_b0.1,3,0.1,0.1269,program/MedMNISTMerge/result/pathmnist(1).md
pathmnist,small,vit_t,iso_c,c5_b0,5,0.0,0.1237,program/MedMNISTMerge/result/pathmnist(1).md
pathmnist,small,vit_t,iso_c,c5_b0.01,5,0.01,0.1864,program/MedMNISTMerge/result/pathmnist(1).md
pathmnist,small,vit_t,iso_c,c5_b0.1,5,0.1,0.1864,program/MedMNISTMerge/result/pathmnist(1).md
pathmnist,small,vit_t,iso_c,c7_b0,7,0.0,0.2701,program/MedMNISTMerge/result/pathmnist(1).md
pathmnist,small,vit_t,iso_c,c7_b0.01,7,0.01,0.1442,program/MedMNISTMerge/result/pathmnist(1).md
pathmnist,small,vit_t,iso_c,c7_b0.1,7,0.1,0.2738,program/MedMNISTMerge/result/pathmnist(1).md
pathmnist,small,vit_t,free_merge,c3_b0,3,0.0,0.1717,program/MedMNISTMerge/result/pathmnist(1).md
pathmnist,small,vit_t,free_merge,c3_b0.01,3,0.01,0.0396,program/MedMNISTMerge/result/pathmnist(1).md
pathmnist,small,vit_t,free_merge,c3_b0.1,3,0.1,0.1242,program/MedMNISTMerge/result/pathmnist(1).md
pathmnist,small,vit_t,free_merge,c5_b0,5,0.0,0.1953,program/MedMNISTMerge/result/pathmnist(1).md
pathmnist,small,vit_t,free_merge,c5_b0.01,5,0.01,0.2343,program/MedMNISTMerge/result/pathmnist(1).md
pathmnist,small,vit_t,free_merge,c5_b0.1,5,0.1,0.324,program/MedMNISTMerge/result/pathmnist(1).md
pathmnist,small,vit_t,free_merge,c7_b0,7,0.0,0.2102,program/MedMNISTMerge/result/pathmnist(1).md
pathmnist,small,vit_t,free_merge,c7_b0.01,7,0.01,0.1249,program/MedMNISTMerge/result/pathmnist(1).md
pathmnist,small,vit_t,free_merge,c7_b0.1,7,0.1,0.1267,program/MedMNISTMerge/result/pathmnist(1).md
pathmnist,small,vit_t,robustmerge,c3_b0,3,0.0,0.1717,program/MedMNISTMerge/result/pathmnist(1).md
pathmnist,small,vit_t,robustmerge,c3_b0.01,3,0.01,0.0241,program/MedMNISTMerge/result/pathmnist(1).md
pathmnist,small,vit_t,robustmerge,c3_b0.1,3,0.1,0.1081,program/MedMNISTMerge/result/pathmnist(1).md
pathmnist,small,vit_t,robustmerge,c5_b0,5,0.0,0.2028,program/MedMNISTMerge/result/pathmnist(1).md
pathmnist,small,vit_t,robustmerge,c5_b0.01,5,0.01,0.1864,program/MedMNISTMerge/result/pathmnist(1).md
pathmnist,small,vit_t,robustmerge,c5_b0.1,5,0.1,0.1717,program/MedMNISTMerge/result/pathmnist(1).md
pathmnist,small,vit_t,robustmerge,c7_b0,7,0.0,0.082,program/MedMNISTMerge/result/pathmnist(1).md
pathmnist,small,vit_t,robustmerge,c7_b0.01,7,0.01,0.1677,program/MedMNISTMerge/result/pathmnist(1).md
pathmnist,small,vit_t,robustmerge,c7_b0.1,7,0.1,0.0487,program/MedMNISTMerge/result/pathmnist(1).md
pathmnist,small,swin_tiny,avg,c3_b0,3,0.0,0.0586,program/MedMNISTMerge/result/pathmnist(1).md
pathmnist,small,swin_tiny,avg,c3_b0.01,3,0.01,0.0472,program/MedMNISTMerge/result/pathmnist(1).md
pathmnist,small,swin_tiny,avg,c3_b0.1,3,0.1,0.1864,program/MedMNISTMerge/result/pathmnist(1).md
pathmnist,small,swin_tiny,avg,c5_b0,5,0.0,0.1717,program/MedMNISTMerge/result/pathmnist(1).md
pathmnist,small,swin_tiny,avg,c5_b0.01,5,0.01,0.1844,program/MedMNISTMerge/result/pathmnist(1).md
pathmnist,small,swin_tiny,avg,c5_b0.1,5,0.1,0.2167,program/MedMNISTMerge/result/pathmnist(1).md
pathmnist,small,swin_tiny,avg,c7_b0,7,0.0,0.1794,program/MedMNISTMerge/result/pathmnist(1).md
pathmnist,small,swin_tiny,avg,c7_b0.01,7,0.01,0.0586,program/MedMNISTMerge/result/pathmnist(1).md
pathmnist,small,swin_tiny,avg,c7_b0.1,7,0.1,0.1864,program/MedMNISTMerge/result/pathmnist(1).md
pathmnist,small,swin_tiny,ties,c3_b0,3,0.0,0.1032,program/MedMNISTMerge/result/pathmnist(1).md
pathmnist,small,swin_tiny,ties,c3_b0.01,3,0.01,0.1032,program/MedMNISTMerge/result/pathmnist(1).md
pathmnist,small,swin_tiny,ties,c3_b0.1,3,0.1,0.1864,program/MedMNISTMerge/result/pathmnist(1).md
pathmnist,small,swin_tiny,ties,c5_b0,5,0.0,0.1717,program/MedMNISTMerge/result/pathmnist(1).md
pathmnist,small,swin_tiny,ties,c5_b0.01,5,0.01,0.2029,program/MedMNISTMerge/result/pathmnist(1).md
pathmnist,small,swin_tiny,ties,c5_b0.1,5,0.1,0.1864,program/MedMNISTMerge/result/pathmnist(1).md
pathmnist,small,swin_tiny,ties,c7_b0,7,0.0,0.1864,program/MedMNISTMerge/result/pathmnist(1).md
pathmnist,small,swin_tiny,ties,c7_b0.01,7,0.01,0.118,program/MedMNISTMerge/result/pathmnist(1).md
pathmnist,small,swin_tiny,ties,c7_b0.1,7,0.1,0.1864,program/MedMNISTMerge/result/pathmnist(1).md
pathmnist,small,swin_tiny,dare_linear,c3_b0,3,0.0,0.0586,program/MedMNISTMerge/result/pathmnist(1).md
pathmnist,small,swin_tiny,dare_linear,c3_b0.01,3,0.01,0.1442,program/MedMNISTMerge/result/pathmnist(1).md
pathmnist,small,swin_tiny,dare_linear,c3_b0.1,3,0.1,0.1864,program/MedMNISTMerge/result/pathmnist(1).md
pathmnist,small,swin_tiny,dare_linear,c5_b0,5,0.0,0.0472,program/MedMNISTMerge/result/pathmnist(1).md
pathmnist,small,swin_tiny,dare_linear,c5_b0.01,5,0.01,0.213,program/MedMNISTMerge/result/pathmnist(1).md
pathmnist,small,swin_tiny,dare_linear,c5_b0.1,5,0.1,0.0971,program/MedMNISTMerge/result/pathmnist(1).md
pathmnist,small,swin_tiny,dare_linear,c7_b0,7,0.0,0.1896,program/MedMNISTMerge/result/pathmnist(1).md
pathmnist,small,swin_tiny,dare_linear,c7_b0.01,7,0.01,0.0586,program/MedMNISTMerge/result/pathmnist(1).md
pathmnist,small,swin_tiny,dare_linear,c7_b0.1,7,0.1,0.1864,program/MedMNISTMerge/result/pathmnist(1).md
pathmnist,small,swin_tiny,dare_ties,c3_b0,3,0.0,0.1032,program/MedMNISTMerge/result/pathmnist(1).md
pathmnist,small,swin_tiny,dare_ties,c3_b0.01,3,0.01,0.1442,program/MedMNISTMerge/result/pathmnist(1).md
pathmnist,small,swin_tiny,dare_ties,c3_b0.1,3,0.1,0.1864,program/MedMNISTMerge/result/pathmnist(1).md
pathmnist,small,swin_tiny,dare_ties,c5_b0,5,0.0,0.0472,program/MedMNISTMerge/result/pathmnist(1).md
pathmnist,small,swin_tiny,dare_ties,c5_b0.01,5,0.01,0.1174,program/MedMNISTMerge/result/pathmnist(1).md
pathmnist,small,swin_tiny,dare_ties,c5_b0.1,5,0.1,0.1873,program/MedMNISTMerge/result/pathmnist(1).md
pathmnist,small,swin_tiny,dare_ties,c7_b0,7,0.0,0.1864,program/MedMNISTMerge/result/pathmnist(1).md
pathmnist,small,swin_tiny,dare_ties,c7_b0.01,7,0.01,0.118,program/MedMNISTMerge/result/pathmnist(1).md
pathmnist,small,swin_tiny,dare_ties,c7_b0.1,7,0.1,0.1864,program/MedMNISTMerge/result/pathmnist(1).md
pathmnist,small,swin_tiny,regmean,c3_b0,3,0.0,0.1032,program/MedMNISTMerge/result/pathmnist(1).md
pathmnist,small,swin_tiny,regmean,c3_b0.01,3,0.01,0.0472,program/MedMNISTMerge/result/pathmnist(1).md
pathmnist,small,swin_tiny,regmean,c3_b0.1,3,0.1,0.1864,program/MedMNISTMerge/result/pathmnist(1).md
pathmnist,small,swin_tiny,regmean,c5_b0,5,0.0,0.0472,program/MedMNISTMerge/result/pathmnist(1).md
pathmnist,small,swin_tiny,regmean,c5_b0.01,5,0.01,0.118,program/MedMNISTMerge/result/pathmnist(1).md
pathmnist,small,swin_tiny,regmean,c5_b0.1,5,0.1,0.2698,program/MedMNISTMerge/result/pathmnist(1).md
pathmnist,small,swin_tiny,regmean,c7_b0,7,0.0,0.1864,program/MedMNISTMerge/result/pathmnist(1).md
pathmnist,small,swin_tiny,regmean,c7_b0.01,7,0.01,0.1205,program/MedMNISTMerge/result/pathmnist(1).md
pathmnist,small,swin_tiny,regmean,c7_b0.1,7,0.1,0.0586,program/MedMNISTMerge/result/pathmnist(1).md
pathmnist,small,swin_tiny,fisher,c3_b0,3,0.0,0.2015,program/MedMNISTMerge/result/pathmnist(1).md
pathmnist,small,swin_tiny,fisher,c3_b0.01,3,0.01,0.0883,program/MedMNISTMerge/result/pathmnist(1).md
pathmnist,small,swin_tiny,fisher,c3_b0.1,3,0.1,0.118,program/MedMNISTMerge/result/pathmnist(1).md
pathmnist,small,swin_tiny,fisher,c5_b0,5,0.0,0.1442,program/MedMNISTMerge/result/pathmnist(1).md
pathmnist,small,swin_tiny,fisher,c5_b0.01,5,0.01,0.1032,program/MedMNISTMerge/result/pathmnist(1).md
pathmnist,small,swin_tiny,fisher,c5_b0.1,5,0.1,0.1852,program/MedMNISTMerge/result/pathmnist(1).md
pathmnist,small,swin_tiny,fisher,c7_b0,7,0.0,0.1442,program/MedMNISTMerge/result/pathmnist(1).md
pathmnist,small,swin_tiny,fisher,c7_b0.01,7,0.01,0.1864,program/MedMNISTMerge/result/pathmnist(1).md
pathmnist,small,swin_tiny,fisher,c7_b0.1,7,0.1,0.1862,program/MedMNISTMerge/result/pathmnist(1).md
pathmnist,small,swin_tiny,breadcrumbs,c3_b0,3,0.0,0.0753,program/MedMNISTMerge/result/pathmnist(1).md
pathmnist,small,swin_tiny,breadcrumbs,c3_b0.01,3,0.01,0.1717,program/MedMNISTMerge/result/pathmnist(1).md
pathmnist,small,swin_tiny,breadcrumbs,c3_b0.1,3,0.1,0.0883,program/MedMNISTMerge/result/pathmnist(1).md
pathmnist,small,swin_tiny,breadcrumbs,c5_b0,5,0.0,0.1292,program/MedMNISTMerge/result/pathmnist(1).md
pathmnist,small,swin_tiny,breadcrumbs,c5_b0.01,5,0.01,0.1442,program/MedMNISTMerge/result/pathmnist(1).md
pathmnist,small,swin_tiny,breadcrumbs,c5_b0.1,5,0.1,0.0825,program/MedMNISTMerge/result/pathmnist(1).md
pathmnist,small,swin_tiny,breadcrumbs,c7_b0,7,0.0,0.1153,program/MedMNISTMerge/result/pathmnist(1).md
pathmnist,small,swin_tiny,breadcrumbs,c7_b0.01,7,0.01,0.1032,program/MedMNISTMerge/result/pathmnist(1).md
pathmnist,small,swin_tiny,breadcrumbs,c7_b0.1,7,0.1,0.0825,program/MedMNISTMerge/result/pathmnist(1).md
pathmnist,small,swin_tiny,model_stock,c3_b0,3,0.0,0.0586,program/MedMNISTMerge/result/pathmnist(1).md
pathmnist,small,swin_tiny,model_stock,c3_b0.01,3,0.01,0.0472,program/MedMNISTMerge/result/pathmnist(1).md
pathmnist,small,swin_tiny,model_stock,c3_b0.1,3,0.1,0.1864,program/MedMNISTMerge/result/pathmnist(1).md
pathmnist,small,swin_tiny,model_stock,c5_b0,5,0.0,0.118,program/MedMNISTMerge/result/pathmnist(1).md
pathmnist,small,swin_tiny,model_stock,c5_b0.01,5,0.01,0.1827,program/MedMNISTMerge/result/pathmnist(1).md
pathmnist,small,swin_tiny,model_stock,c5_b0.1,5,0.1,0.1717,program/MedMNISTMerge/result/pathmnist(1).md
pathmnist,small,swin_tiny,model_stock,c7_b0,7,0.0,0.0825,program/MedMNISTMerge/result/pathmnist(1).md
pathmnist,small,swin_tiny,model_stock,c7_b0.01,7,0.01,0.0586,program/MedMNISTMerge/result/pathmnist(1).md
pathmnist,small,swin_tiny,model_stock,c7_b0.1,7,0.1,0.2322,program/MedMNISTMerge/result/pathmnist(1).md
pathmnist,small,swin_tiny,from,c3_b0,3,0.0,0.0586,program/MedMNISTMerge/result/pathmnist(1).md
pathmnist,small,swin_tiny,from,c3_b0.01,3,0.01,0.0472,program/MedMNISTMerge/result/pathmnist(1).md
pathmnist,small,swin_tiny,from,c3_b0.1,3,0.1,0.1864,program/MedMNISTMerge/result/pathmnist(1).md
pathmnist,small,swin_tiny,from,c5_b0,5,0.0,0.1717,program/MedMNISTMerge/result/pathmnist(1).md
pathmnist,small,swin_tiny,from,c5_b0.01,5,0.01,0.2093,program/MedMNISTMerge/result/pathmnist(1).md
pathmnist,small,swin_tiny,from,c5_b0.1,5,0.1,0.187,program/MedMNISTMerge/result/pathmnist(1).md
pathmnist,small,swin_tiny,from,c7_b0,7,0.0,0.1864,program/MedMNISTMerge/result/pathmnist(1).md
pathmnist,small,swin_tiny,from,c7_b0.01,7,0.01,0.0109,program/MedMNISTMerge/result/pathmnist(1).md
pathmnist,small,swin_tiny,from,c7_b0.1,7,0.1,0.1864,program/MedMNISTMerge/result/pathmnist(1).md
pathmnist,small,swin_tiny,iso_c,c3_b0,3,0.0,0.1946,program/MedMNISTMerge/result/pathmnist(1).md
pathmnist,small,swin_tiny,iso_c,c3_b0.01,3,0.01,0.1712,program/MedMNISTMerge/result/pathmnist(1).md
pathmnist,small,swin_tiny,iso_c,c3_b0.1,3,0.1,0.139,program/MedMNISTMerge/result/pathmnist(1).md
pathmnist,small,swin_tiny,iso_c,c5_b0,5,0.0,0.284,program/MedMNISTMerge/result/pathmnist(1).md
pathmnist,small,swin_tiny,iso_c,c5_b0.01,5,0.01,0.2017,program/MedMNISTMerge/result/pathmnist(1).md
pathmnist,small,swin_tiny,iso_c,c5_b0.1,5,0.1,0.204,program/MedMNISTMerge/result/pathmnist(1).md
pathmnist,small,swin_tiny,iso_c,c7_b0,7,0.0,0.1733,program/MedMNISTMerge/result/pathmnist(1).md
pathmnist,small,swin_tiny,iso_c,c7_b0.01,7,0.01,0.1169,program/MedMNISTMerge/result/pathmnist(1).md
pathmnist,small,swin_tiny,iso_c,c7_b0.1,7,0.1,0.2457,program/MedMNISTMerge/result/pathmnist(1).md
pathmnist,small,swin_tiny,free_merge,c3_b0,3,0.0,0.0586,program/MedMNISTMerge/result/pathmnist(1).md
pathmnist,small,swin_tiny,free_merge,c3_b0.01,3,0.01,0.0472,program/MedMNISTMerge/result/pathmnist(1).md
pathmnist,small,swin_tiny,free_merge,c3_b0.1,3,0.1,0.1865,program/MedMNISTMerge/result/pathmnist(1).md
pathmnist,small,swin_tiny,free_merge,c5_b0,5,0.0,0.118,program/MedMNISTMerge/result/pathmnist(1).md
pathmnist,small,swin_tiny,free_merge,c5_b0.01,5,0.01,0.1717,program/MedMNISTMerge/result/pathmnist(1).md
pathmnist,small,swin_tiny,free_merge,c5_b0.1,5,0.1,0.1717,program/MedMNISTMerge/result/pathmnist(1).md
pathmnist,small,swin_tiny,free_merge,c7_b0,7,0.0,0.0416,program/MedMNISTMerge/result/pathmnist(1).md
pathmnist,small,swin_tiny,free_merge,c7_b0.01,7,0.01,0.0586,program/MedMNISTMerge/result/pathmnist(1).md
pathmnist,small,swin_tiny,free_merge,c7_b0.1,7,0.1,0.1864,program/MedMNISTMerge/result/pathmnist(1).md
pathmnist,small,swin_tiny,robustmerge,c3_b0,3,0.0,0.0586,program/MedMNISTMerge/result/pathmnist(1).md
pathmnist,small,swin_tiny,robustmerge,c3_b0.01,3,0.01,0.1717,program/MedMNISTMerge/result/pathmnist(1).md
pathmnist,small,swin_tiny,robustmerge,c3_b0.1,3,0.1,0.0825,program/MedMNISTMerge/result/pathmnist(1).md
pathmnist,small,swin_tiny,robustmerge,c5_b0,5,0.0,0.0883,program/MedMNISTMerge/result/pathmnist(1).md
pathmnist,small,swin_tiny,robustmerge,c5_b0.01,5,0.01,0.2145,program/MedMNISTMerge/result/pathmnist(1).md
pathmnist,small,swin_tiny,robustmerge,c5_b0.1,5,0.1,0.0825,program/MedMNISTMerge/result/pathmnist(1).md
pathmnist,small,swin_tiny,robustmerge,c7_b0,7,0.0,0.0255,program/MedMNISTMerge/result/pathmnist(1).md
pathmnist,small,swin_tiny,robustmerge,c7_b0.01,7,0.01,0.1032,program/MedMNISTMerge/result/pathmnist(1).md
pathmnist,small,swin_tiny,robustmerge,c7_b0.1,7,0.1,0.0592,program/MedMNISTMerge/result/pathmnist(1).md
pathmnist,small,densenet,avg,c3_b0,3,0.0,0.0825,program/MedMNISTMerge/result/pathmnist(1).md
pathmnist,small,densenet,avg,c3_b0.01,3,0.01,0.118,program/MedMNISTMerge/result/pathmnist(1).md
pathmnist,small,densenet,avg,c3_b0.1,3,0.1,0.118,program/MedMNISTMerge/result/pathmnist(1).md
pathmnist,small,densenet,avg,c5_b0,5,0.0,0.0825,program/MedMNISTMerge/result/pathmnist(1).md
pathmnist,small,densenet,avg,c5_b0.01,5,0.01,0.0586,program/MedMNISTMerge/result/pathmnist(1).md
pathmnist,small,densenet,avg,c5_b0.1,5,0.1,0.118,program/MedMNISTMerge/result/pathmnist(1).md
pathmnist,small,densenet,avg,c7_b0,7,0.0,0.1182,program/MedMNISTMerge/result/pathmnist(1).md
pathmnist,small,densenet,avg,c7_b0.01,7,0.01,0.118,program/MedMNISTMerge/result/pathmnist(1).md
pathmnist,small,densenet,avg,c7_b0.1,7,0.1,0.0472,program/MedMNISTMerge/result/pathmnist(1).md
pathmnist,small,densenet,ties,c3_b0,3,0.0,0.116,program/MedMNISTMerge/result/pathmnist(1).md
pathmnist,small,densenet,ties,c3_b0.01,3,0.01,0.1724,program/MedMNISTMerge/result/pathmnist(1).md
pathmnist,small,densenet,ties,c3_b0.1,3,0.1,0.1648,program/MedMNISTMerge/result/pathmnist(1).md
pathmnist,small,densenet,ties,c5_b0,5,0.0,0.0825,program/MedMNISTMerge/result/pathmnist(1).md
pathmnist,small,densenet,ties,c5_b0.01,5,0.01,0.1979,program/MedMNISTMerge/result/pathmnist(1).md
pathmnist,small,densenet,ties,c5_b0.1,5,0.1,0.118,program/MedMNISTMerge/result/pathmnist(1).md
pathmnist,small,densenet,ties,c7_b0,7,0.0,0.2245,program/MedMNISTMerge/result/pathmnist(1).md
pathmnist,small,densenet,ties,c7_b0.01,7,0.01,0.1199,program/MedMNISTMerge/result/pathmnist(1).md
pathmnist,small,densenet,ties,c7_b0.1,7,0.1,0.0472,program/MedMNISTMerge/result/pathmnist(1).md
pathmnist,small,densenet,dare_linear,c3_b0,3,0.0,0.0825,program/MedMNISTMerge/result/pathmnist(1).md
pathmnist,small,densenet,dare_linear,c3_b0.01,3,0.01,0.1586,program/MedMNISTMerge/result/pathmnist(1).md
pathmnist,small,densenet,dare_linear,c3_b0.1,3,0.1,0.118,program/MedMNISTMerge/result/pathmnist(1).md
pathmnist,small,densenet,dare_linear,c5_b0,5,0.0,0.0825,program/MedMNISTMerge/result/pathmnist(1).md
pathmnist,small,densenet,dare_linear,c5_b0.01,5,0.01,0.1244,program/MedMNISTMerge/result/pathmnist(1).md
pathmnist,small,densenet,dare_linear,c5_b0.1,5,0.1,0.1976,program/MedMNISTMerge/result/pathmnist(1).md
pathmnist,small,densenet,dare_linear,c7_b0,7,0.0,0.1032,program/MedMNISTMerge/result/pathmnist(1).md
pathmnist,small,densenet,dare_linear,c7_b0.01,7,0.01,0.0586,program/MedMNISTMerge/result/pathmnist(1).md
pathmnist,small,densenet,dare_linear,c7_b0.1,7,0.1,0.0235,program/MedMNISTMerge/result/pathmnist(1).md
pathmnist,small,densenet,dare_ties,c3_b0,3,0.0,0.0632,program/MedMNISTMerge/result/pathmnist(1).md
pathmnist,small,densenet,dare_ties,c3_b0.01,3,0.01,0.118,program/MedMNISTMerge/result/pathmnist(1).md
pathmnist,small,densenet,dare_ties,c3_b0.1,3,0.1,0.1798,program/MedMNISTMerge/result/pathmnist(1).md
pathmnist,small,densenet,dare_ties,c5_b0,5,0.0,0.0825,program/MedMNISTMerge/result/pathmnist(1).md
pathmnist,small,densenet,dare_ties,c5_b0.01,5,0.01,0.1864,program/MedMNISTMerge/result/pathmnist(1).md
pathmnist,small,densenet,dare_ties,c5_b0.1,5,0.1,0.1234,program/MedMNISTMerge/result/pathmnist(1).md
pathmnist,small,densenet,dare_ties,c7_b0,7,0.0,0.1397,program/MedMNISTMerge/result/pathmnist(1).md
pathmnist,small,densenet,dare_ties,c7_b0.01,7,0.01,0.1607,program/MedMNISTMerge/result/pathmnist(1).md
pathmnist,small,densenet,dare_ties,c7_b0.1,7,0.1,0.0517,program/MedMNISTMerge/result/pathmnist(1).md
pathmnist,small,densenet,regmean,c3_b0,3,0.0,0.0831,program/MedMNISTMerge/result/pathmnist(1).md
pathmnist,small,densenet,regmean,c3_b0.01,3,0.01,0.121,program/MedMNISTMerge/result/pathmnist(1).md
pathmnist,small,densenet,regmean,c3_b0.1,3,0.1,0.118,program/MedMNISTMerge/result/pathmnist(1).md
pathmnist,small,densenet,regmean,c5_b0,5,0.0,0.0825,program/MedMNISTMerge/result/pathmnist(1).md
pathmnist,small,densenet,regmean,c5_b0.01,5,0.01,0.0586,program/MedMNISTMerge/result/pathmnist(1).md
pathmnist,small,densenet,regmean,c5_b0.1,5,0.1,0.118,program/MedMNISTMerge/result/pathmnist(1).md
pathmnist,small,densenet,regmean,c7_b0,7,0.0,0.2145,program/MedMNISTMerge/result/pathmnist(1).md
pathmnist,small,densenet,regmean,c7_b0.01,7,0.01,0.1181,program/MedMNISTMerge/result/pathmnist(1).md
pathmnist,small,densenet,regmean,c7_b0.1,7,0.1,0.1217,program/MedMNISTMerge/result/pathmnist(1).md
pathmnist,small,densenet,fisher,c3_b0,3,0.0,0.0467,program/MedMNISTMerge/result/pathmnist(1).md
pathmnist,small,densenet,fisher,c3_b0.01,3,0.01,0.118,program/MedMNISTMerge/result/pathmnist(1).md
pathmnist,small,densenet,fisher,c3_b0.1,3,0.1,0.1269,program/MedMNISTMerge/result/pathmnist(1).md
pathmnist,small,densenet,fisher,c5_b0,5,0.0,0.0664,program/MedMNISTMerge/result/pathmnist(1).md
pathmnist,small,densenet,fisher,c5_b0.01,5,0.01,0.2351,program/MedMNISTMerge/result/pathmnist(1).md
pathmnist,small,densenet,fisher,c5_b0.1,5,0.1,0.1379,program/MedMNISTMerge/result/pathmnist(1).md
pathmnist,small,densenet,fisher,c7_b0,7,0.0,0.1733,program/MedMNISTMerge/result/pathmnist(1).md
pathmnist,small,densenet,fisher,c7_b0.01,7,0.01,0.1312,program/MedMNISTMerge/result/pathmnist(1).md
pathmnist,small,densenet,fisher,c7_b0.1,7,0.1,0.0526,program/MedMNISTMerge/result/pathmnist(1).md
pathmnist,small,densenet,breadcrumbs,c3_b0,3,0.0,0.0825,program/MedMNISTMerge/result/pathmnist(1).md
pathmnist,small,densenet,breadcrumbs,c3_b0.01,3,0.01,0.118,program/MedMNISTMerge/result/pathmnist(1).md
